PROJET;EMET;PHASE;LOT;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro de document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaRIVAT Architectes;Retard visaRIVAT Architectes;Date visaRIVAT Architectes;VisaRIVAT Architectes;Visa prévuRIVAT Architectes;Numéro chrono visaRIVAT Architectes;Numéro interne visaRIVAT Architectes;Commentaire visaRIVAT Architectes;Réponse commentaire visaRIVAT Architectes;Date demande visaSCAU;Retard visaSCAU;Date visaSCAU;VisaSCAU;Visa prévuSCAU;Numéro chrono visaSCAU;Numéro interne visaSCAU;Commentaire visaSCAU;Réponse commentaire visaSCAU;Date demande visaJLL INGENIERIE;Retard visaJLL INGENIERIE;Date visaJLL INGENIERIE;VisaJLL INGENIERIE;Visa prévuJLL INGENIERIE;Numéro chrono visaJLL INGENIERIE;Numéro interne visaJLL INGENIERIE;Commentaire visaJLL INGENIERIE;Réponse commentaire visaJLL INGENIERIE;Date demande visaBTP Consultant;Retard visaBTP Consultant;Date visaBTP Consultant;VisaBTP Consultant;Visa prévuBTP Consultant;Numéro chrono visaBTP Consultant;Numéro interne visaBTP Consultant;Commentaire visaBTP Consultant;Réponse commentaire visaBTP Consultant;Date demande visaADVENIO ENV;Retard visaADVENIO ENV;Date visaADVENIO ENV;VisaADVENIO ENV;Visa prévuADVENIO ENV;Numéro chrono visaADVENIO ENV;Numéro interne visaADVENIO ENV;Commentaire visaADVENIO ENV;Réponse commentaire visaADVENIO ENV;Date demande visaADVENIO COM;Retard visaADVENIO COM;Date visaADVENIO COM;VisaADVENIO COM;Visa prévuADVENIO COM;Numéro chrono visaADVENIO COM;Numéro interne visaADVENIO COM;Commentaire visaADVENIO COM;Réponse commentaire visaADVENIO COM;Date demande visa42 CONSULTING;Retard visa42 CONSULTING;Date visa42 CONSULTING;Visa42 CONSULTING;Visa prévu42 CONSULTING;Numéro chrono visa42 CONSULTING;Numéro interne visa42 CONSULTING;Commentaire visa42 CONSULTING;Réponse commentaire visa42 CONSULTING;Date demande visaACOUSTB - EGIS;Retard visaACOUSTB - EGIS;Date visaACOUSTB - EGIS;VisaACOUSTB - EGIS;Visa prévuACOUSTB - EGIS;Numéro chrono visaACOUSTB - EGIS;Numéro interne visaACOUSTB - EGIS;Commentaire visaACOUSTB - EGIS;Réponse commentaire visaACOUSTB - EGIS;Date demande visaARCORA;Retard visaARCORA;Date visaARCORA;VisaARCORA;Visa prévuARCORA;Numéro chrono visaARCORA;Numéro interne visaARCORA;Commentaire visaARCORA;Réponse commentaire visaARCORA;Date demande visaJLL;Retard visaJLL;Date visaJLL;VisaJLL;Visa prévuJLL;Numéro chrono visaJLL;Numéro interne visaJLL;Commentaire visaJLL;Réponse commentaire visaJLL;Date demande visaKHEPHREN;Retard visaKHEPHREN;Date visaKHEPHREN;VisaKHEPHREN;Visa prévuKHEPHREN;Numéro chrono visaKHEPHREN;Numéro interne visaKHEPHREN;Commentaire visaKHEPHREN;Réponse commentaire visaKHEPHREN;Date demande visaLAND;Retard visaLAND;Date visaLAND;VisaLAND;Visa prévuLAND;Numéro chrono visaLAND;Numéro interne visaLAND;Commentaire visaLAND;Réponse commentaire visaLAND;Date demande visaPh. A;Retard visaPh. A;Date visaPh. A;VisaPh. A;Visa prévuPh. A;Numéro chrono visaPh. A;Numéro interne visaPh. A;Commentaire visaPh. A;Réponse commentaire visaPh. A;Date demande visaSOCOTEC;Retard visaSOCOTEC;Date visaSOCOTEC;VisaSOCOTEC;Visa prévuSOCOTEC;Numéro chrono visaSOCOTEC;Numéro interne visaSOCOTEC;Commentaire visaSOCOTEC;Réponse commentaire visaSOCOTEC;Date demande visaANTEA;Retard visaANTEA;Date visaANTEA;VisaANTEA;Visa prévuANTEA;Numéro chrono visaANTEA;Numéro interne visaANTEA;Commentaire visaANTEA;Réponse commentaire visaANTEA;Date demande visaMOVVEO;Retard visaMOVVEO;Date visaMOVVEO;VisaMOVVEO;Visa prévuMOVVEO;Numéro chrono visaMOVVEO;Numéro interne visaMOVVEO;Commentaire visaMOVVEO;Réponse commentaire visaMOVVEO;Column162;Column163;Column164;Column165;Column166
MDLF;SET;EXE;MEX;RDC;TTZ;PLN;1113;B;sas T4 hall.pdf;;06/12/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;07/12/2023;;;;21/12/2023;;;;;07/12/2023;-14;03/01/2024;VAO;;2117;MDLF-SET-EXE-MEX-RDC-TTZ-PLN-1113-B - VISA VAO SCAU;"David QUERE :
Voir visa ci-joint";;07/12/2023;;07/12/2023;PI;;;;;;07/12/2023;;;;21/12/2023;;;;;;;;;;;;;;;;;;;;;;;07/12/2023;-14;03/01/2024;HM;;445;;;;;;;;;;;;;07/12/2023;-1;21/12/2023;VAO;;160;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;RDC;TTZ;PLN;1113;A;T4 SAS.pdf;;30/10/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;30/10/2023;-16;29/11/2023;VAO;;1771;;"Romain MATHEY :
Sous réserve de la synthèse.
Sous réserve de l'avis du BCT
Sous réserve des remarques architecte
Sous réserve des remarques Arcora
FTM à venir sur la suppression de la grille de fermeture";;30/10/2023;;09/11/2023;VAO;;1737;;"Syeva ROEST :
Voir fiche visa";;;;;;;;;;;30/10/2023;;;;13/11/2023;;;;;30/10/2023;-8;21/11/2023;HM;;1498;;;;;;;;;;;;;30/10/2023;-2;15/11/2023;HM;;286;;;;;;;;;;;;;30/10/2023;;03/11/2023;VAO;;135;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;CYB;DOE;MEX;TNX;TTZ;DOC;502;A;DOE lot 5 - stores - cybstores.zip;DI;12/03/2024;;Martin ANACHE;/07 - DOE/Lot 05 - Men. Ext. - Murs rideaux;;;12/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/03/2024;-7;02/04/2024;VAOB;;193;;"STIELTJES Romain :
VAOB

Voir fiche visa en pièce jointe";;12/03/2024;;12/03/2024;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/03/2024;;;-31;mardi 26 mars 2024;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;RDC;TTZ;DAF;37;C;MDLF – SET – EXE – MEX – RDC – TTZ – DAF – 0037 - Porte coulissante extérieure.pdf;;20/02/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;21/02/2024;;;;06/03/2024;;;;;21/02/2024;;23/02/2024;VAO;;2378;;"Syeva ROEST :
La DAF fait référence à un vitrage P4A et non P5A comme sur la pièce graphique du sas";;;;;;;;;;;21/02/2024;-5;11/03/2024;FAV;;2075;;;;21/02/2024;;;;06/03/2024;;;;;;;;;;;;;;21/02/2024;;;;06/03/2024;;;;;;;;;;;;;;21/02/2024;;01/03/2024;VAO;;185;;"STIELTJES Romain :
VAO
Voir fiche visa en pièce jointe.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;RDC;TTZ;DAF;37;A;MDLF – SET – EXE – MEX – RDC – TTZ – DAF – 0037 - Porte coulissante.pdf;;08/11/2023;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;;;29/11/2023;VSO;;1776;;;;09/11/2023;-5;27/11/2023;VAO;;1858;;"David QUERE :
A vérifier par RIVAT et ARCORA si correspondant au marché";;;;;;;;;;;09/11/2023;-8;01/12/2023;SUS;;1538;;"Georgio RAHMOUCH :
Fournir l'attestation de conformité à l'Article CO48";"Cindy VAXELAIRE :
L'attestation Co48 sera fourni une fois la porte posée.";09/11/2023;-21;13/12/2023;VSO;;1645;;;;;;;;;;;;;09/11/2023;;15/11/2023;HM;;246;;;;;;;;;;;;;09/11/2023;-7;29/11/2023;VAO;;147;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
09/11/2023
RIVAT Architectes -> REF
Romain MATHEY :
Sauf avis contraire de l'architecte et MOA.
Prévoir avec 2 vantaux conformément au CCTP.";;;;
MDLF;SET;DOE;MEX;TNX;TTZ;DOC;501;A;DOE Menuiseries Extérieures SETAL.zip;DI;05/03/2024;;Javier ABAD;/07 - DOE/Lot 05 - Men. Ext. - Murs rideaux;;;05/03/2024;;;-38;19/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/03/2024;-7;02/04/2024;VAOB;;194;;"STIELTJES Romain :
VAOB

Voir fiche visa en pièce jointe";;05/03/2024;;05/03/2024;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/03/2024;;;-38;mardi 19 mars 2024;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;RDC;TTZ;DAF;46;A;MDLF – SET – EXE – MEX – RDC – TTZ – DAF – 0046 - Procédé alsan flashing.pdf;DI;20/02/2024;;Cindy VAXELAIRE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/03 - Fiche Technique Produit;;;21/02/2024;-16;22/03/2024;HM;;2266;;"Alina TRYBULSKI :
Sous réserve de validation Arcora, BTP Consultants, SCAU et synthèse générale.";;21/02/2024;;22/02/2024;VSO;;2370;;"David QUERE :
A appliquer soigneusement sur les zones visibles depuis les étages.";;;;;;;;;;;21/02/2024;-5;11/03/2024;FAV;;2073;;;;21/02/2024;-36;11/04/2024;VSO;;2195;;;;;;;;;;;;;21/02/2024;;;-51;06/03/2024;;;;;;;;;;;;;;21/02/2024;-2;08/03/2024;VAO;;188;;"STIELTJES Romain :
VAO 
Voir fiche visa en pièce jointe.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1033;E;mur rideau t2.pdf;DI;26/01/2024;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;26/01/2024;-25;05/03/2024;VAO;;2253;21;"Alina TRYBULSKI :
• Sous réserve de la synthèse générale. 
• Sous réserve de l'avis du BCT. 
• Sous réserve des remarques architecte 
• Sous réserve des remarques Arcora 

• Voir annotations sur plans 
• Fournir éléments de réponses demandés par Arcora et BTP consultants sur les plans avec indice précédent 
• Mettre à jour détails de fixation de sous face de poutre suivant échanges avec Scau et envoi de détail du 15/02/2024 
• Mettre à jour plan de porte PV EXT NO 11 suivant dernier tableau de porte et réunion du 07/12/2023";;26/01/2024;-38;18/03/2024;VAO;;2457;;"David QUERE :
Voir visa ci-joint et FTM, nous avons envoyé en août 2023 le détail colonnes sèches, la porte était demandée vitrée dito châssis fixe vitré";;;;;;;;;;;26/01/2024;-31;11/03/2024;FAV;;2082;;"Georgio RAHMOUCH :
Avis levé.
Note de calcul casse thermique transmis par l'entreprise.
Avis effectifs sur le recoupement en nez de plancher transmis.";;26/01/2024;-62;11/04/2024;HM;;2116;;;;;;;;;;;;;26/01/2024;;05/02/2024;HM;;615;;;;;;;;;;;;;26/01/2024;-6;15/02/2024;VAO;;184;;"STIELTJES Romain :
VAO

Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1033;D;mur rideau t2.pdf;;19/10/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;19/10/2023;-27;29/11/2023;VAO;;1769;;"Romain MATHEY :
Sous réserve de la synthèse.
Sous réserve de l'avis du BCT
Sous réserve des remarques architecte
Sous réserve des remarques Arcora";;19/10/2023;;30/10/2023;VAO;;1638;;"David QUERE :
Voir visa ci-joint, il semble que cet indice ne concerne que l'ajout de la tôle coupe feu. 

Merci de prendre en compte les commentaires SCAU. 

Ajout des commentaires dito visa T5. (sous-bassement et tôle sur JD)";;;;;;;;;;;19/10/2023;;24/10/2023;SUS;;1333;;"Georgio RAHMOUCH :
- Accord en principe sur le recoupement en nez de planchers sous réserve de l'avis final d'Effectis.
- Le procédé VEC doit être sous Avis Technique ou ATE.
- Justifier l'absence de risque de casse thermique des vitrages devant le béton.";"Javier ABAD :
Plus de porte VEC (porte VEC supprimé)
Javier ABAD :
Ci-joint les calculs
 fr :  
SETAL PARIS 15 6SNX70 16 6.pdf, 
SETAL PARIS 15 442 SNX70 16 6.pdf";19/10/2023;-43;14/12/2023;HM;;1747;;;;;;;;;;;;;19/10/2023;-14;15/11/2023;HM;;380;;;;;;;;;;;;;19/10/2023;;24/10/2023;VAO;;127;;"STIELTJES Romain :
VAO

Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1033;C;Mur rideau type T2.pdf;;28/09/2023;;Martin ANACHE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;28/09/2023;;;;12/10/2023;;;;;28/09/2023;;03/10/2023;VAO;;1428;;"Syeva ROEST :
Voir fiche visa + documents joints";;;;;;;;;;;28/09/2023;;;;12/10/2023;;;;;28/09/2023;;;;12/10/2023;;;;;;;;;;;;;;28/09/2023;;03/10/2023;HM;;191;;;;;;;;;;;;;28/09/2023;-2;13/10/2023;VAO;;119;;"STIELTJES Romain :
Voir fiche visa en pièce jointe.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1033;B;Mur rideau type T2.pdf;;24/07/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;24/07/2023;-5;11/08/2023;VAOB;;1205;16;"Alina TRYBULSKI :
•	Sous réserve de synthèse générale avec intégration des éléments de façades tels que tôle d’habillage, fixation des parements de façades, etc.
•	Sous réserve de validation y compris des DAF correspondantes par SCAU, ARCORA, BTP CONSULTANTS, ACOUSTB, JLL ING.
•	Voir annotations directement sur plans. Notamment : 
o	demande de la part de SCAU d’étudier la faisabilité technique et financière de la mise en œuvre de revêtement métallique toute hauteur sur l’angle du mur rideau à la jonction avec le revêtement pierre et équitone.
o	Demande de SCAU de continuité du bandeau (détail 21) sur la partie sud ouest  de la façade (détail 6)";"Romain MATHEY :
ci-joint le plan annoté rivat en complément de notre visa
 fr :  
MDLF-SET-EXE-MEX-TNX-TTZ-DET-1033-B T2_plans annotés VISA 16.pdf";24/07/2023;-3;09/08/2023;VAO;;1179;;"David QUERE :
Sous réserve avis RIVAT, BCT et ARCORA

Sous réserve de vérification sur les débords par rapport à la limite de propriété, notamment RDC, les étages à partir du R+2 semble convenir si aligné au revetement pierre.

tôle laquée dito principe verrière en partie haute?

Vérification du calepinage et EXE LCM pour la pose de la pierre et équitone, 

Voir visa ci-joint, 
Ok pour commande des profils";;31/07/2023;-43;26/09/2023;HM;;642;;;;24/07/2023;-11;17/08/2023;SUS;;1005;;"Georgio RAHMOUCH :
Un calfeutrement continu sur la longueur de la façade doit être mis en œuvre, entre le nez de plancher et la façade, selon l'IT 249.

Ce calfeutrement est réalisé par un bourrage à refus en laine minérale de verre ou de roche, sur une hauteur d'au moins 0,10 m. Ce bourrage doit être soutenu par une tôle en acier d'au moins 0,75 mm d'épaisseur, fixée à la sous-face du plancher par des fixations en acier prévues tous les 500 mm maximum. La jonction entre cette tôle et la façade est réalisée par mastic sur fond de joint.";;24/07/2023;-1;07/08/2023;HM;;1045;;;;;;;;;;;;;24/07/2023;;;;07/08/2023;;;;;31/07/2023;;;;14/08/2023;;;;;24/07/2023;-15;21/08/2023;VAOB;;104;;"STIELTJES Romain :
Voir fiches visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
24/07/2023
DP.r CCO -> VSO
Javier ABAD :";;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1093;B;t5 façade sur jardin.pdf;DI;26/01/2024;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;26/01/2024;-35;15/03/2024;VAOB;;2256;23;"Alina TRYBULSKI :
•	Sous réserve de la synthèse générale.
•	Sous réserve de l'avis du BCT. 
•	Sous réserve des remarques architecte
•	Sous réserve des remarques Arcora

•	Voir annotations sur plans notamment :
•	Propriétés techniques des vitrages et éléments de portes à valider par Arcora et BTP Consultants
•	Transmettre détail en 3D des jonctions entre façades et toiture de la verrière
•	Coupe sur chéneau : détail obsolète. Transmettre détail actualisé suivant derniers échanges en réunion techniques notamment avec habillage du retour vertical de l’acrotère face à la rue MDLF en tôle lisse.
•	Teintes des tôles d’habillage etc à confirmer par SCAU
•	Indiquer finition sur les murets verticaux béton supports des montants du mur rideau lorsque visibles dans le jardin

•	Enfin, en ce qui concerne la représentation des détails : les détails représentés et leur indication sur plans de repérage ne se correspondent pas (détails indiqués sur des façades alors qu’il s’agit de détails en plan…) et rendent le carnet difficilement lisible. De plus il n’a aucune hiérarchie entre éléments coupés et non coupés.";;;;26/02/2024;VAO;;2391;;"Syeva ROEST :
Voir visa ci-joint";;;;;;;;;;;26/01/2024;-31;11/03/2024;FAV;;2083;;;;26/01/2024;-62;11/04/2024;HM;;2115;;;;;;;;;;;;;26/01/2024;;05/02/2024;HM;;616;;;;;;;;;;;;;26/01/2024;-6;15/02/2024;VAO;;183;;"STIELTJES Romain :
VAO

Voir fiche visa en pièce jointe";"Alina TRYBULSKI :
Il manque la pj.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
26/01/2024
SCAU -> VAO
David QUERE :
Voir visa ci-joint";;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1093;A;t5 façade sur jardin.pdf;;20/11/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;20/11/2023;;;;04/12/2023;;;;;20/11/2023;;27/11/2023;VAO;;1856;;"David QUERE :
Voir visa ci-joint";;;;;;;;;;;20/11/2023;;;;04/12/2023;;;;;20/11/2023;-11;14/12/2023;HM;;1754;;;;;;;;;;;;;20/11/2023;-30;03/01/2024;HM;;426;;;;;;;;;;;;;20/11/2023;-1;04/12/2023;VAO;;151;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1063;D;t5.pdf;DI;26/01/2024;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;26/01/2024;-42;22/03/2024;VAO;;2258;24;"Alina TRYBULSKI :
•	Sous réserve de la synthèse générale.
•	Sous réserve de l'avis du BCT. 
•	Sous réserve des remarques architecte
•	Sous réserve des remarques Arcora

•	Voir annotations sur plans notamment :
•	Propriétés techniques des vitrages et éléments de portes à valider par Arcora et BTP Consultants
•	Les vitrages de la verrière devront avoir un coefficient de réflexion inf. à 15% suivant CCTP. Confirmer.
•	Clarifier incohérence entre position du montant au droit de la porte N014 sur ce carnet page 3 et celui « cour sur jardin »
•	Coupe sur chéneau : détail obsolète. Transmettre détail actualisé suivant derniers échanges en réunion techniques notamment avec habillage du retour vertical de l’acrotère face à la rue MDLF en tôle lisse
•	Transmettre détail en 3D des jonctions entre détail 21 et 14 ; détail 19 et 16
•	Teintes des tôles d’habillage etc à confirmer par SCAU";;26/01/2024;-4;13/02/2024;VAO;;2342;;"Syeva ROEST :
Les alimentations des DAS ne sont pas capotées. Mettre à jour avec position des câbles.
La tôle cheneau/façade est en RAL 1013 mat car visible depuis l'extérieur
Dito visa du T5 jardin : pas de bâtons de maréchaux pour la PV_EXT_N0_13. Est-ce possible d'avoir le même système de poignées que la PV_EXT_N0_01?

Voir document annoté";;;;;;;;;;;26/01/2024;-31;11/03/2024;SUS;;2081;;"Georgio RAHMOUCH :
- Le procédé VEC doit être sous ATE ou avis technique.
- Sous réserve des PV DAS.";;26/01/2024;-62;11/04/2024;HM;;2114;;;;;;;;;;;;;26/01/2024;;05/02/2024;HM;;617;;;;;;;;;;;;;26/01/2024;-6;15/02/2024;VAO;;182;;"STIELTJES Romain :
VAO

Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1063;C;t5.pdf;;10/11/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;10/11/2023;-5;29/11/2023;VAO;;1770;;"Romain MATHEY :
Sous réserve de la synthèse.
Sous réserve de l'avis du BCT
Sous réserve des remarques architecte
Sous réserve des remarques Arcora";;10/11/2023;-4;27/11/2023;VSO;;1857;;"David QUERE :
VSO Sauf tôle non alignées et avec superposition qui ne nous convient pas. Détail 12 et 23";;;;;;;;;;;10/11/2023;;;;24/11/2023;;;;;10/11/2023;-21;14/12/2023;HM;;1750;;;;;;;;;;;;;10/11/2023;;15/11/2023;HM;;238;;"Axell MARBEUHAN :
Avis uniquement relatif à la conformité de l'ouvrage à la NF S 61-937";;;;;;;;;;;10/11/2023;;22/11/2023;VAO;;146;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1063;B;Verrière T5.pdf;;11/10/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;11/10/2023;;;;25/10/2023;;;;;11/10/2023;-2;27/10/2023;VAO;;1631;;"David QUERE :
Voir visa ci-joint

Transmettre le chiffrage de la partie ouverte en double vitrage pour validation MOA";;;;;;;;;;;11/10/2023;;24/10/2023;SUS;;1340;;"Georgio RAHMOUCH :
- L'avis technique vise les façades légères dans son domaine d'emploi et le procédé ne semble pas être prévu pour des verrières horizontales (ou à pente). A justifier.
- Le procédé VEC doit être sous ATE ou avis technique
- Sous réserve du respect de l'IT 246 pour le désenfumage (surfaces, distance = 4 fois hauteur de référence). En attente des PV DAS.";;11/10/2023;;;;25/10/2023;;;;;;;;;;;;;;11/10/2023;;;;25/10/2023;;;;;;;;;;;;;;11/10/2023;;24/10/2023;VAO;;125;;"STIELTJES Romain :
VAO

Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"SAS
11/10/2023
DP.r CCO -> VSO
Javier ABAD :";;;;
MDLF;SET;EXE;MEX;TNX;TTZ;DET;1063;A;Verrière T5.pdf;;31/07/2023;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/02 - Pieces Graphiques;;;31/07/2023;;11/08/2023;VAOB;;1206;16;"Alina TRYBULSKI :
•	Sous réserve de synthèse générale avec intégration des éléments de façades tels que tôle d’habillage, fixation des parements de façades, etc.
•	Sous réserve de validation y compris des DAF correspondantes par SCAU, ARCORA, BTP CONSULTANTS, ACOUSTB, JLL ING.
•	Voir annotations directement sur plans.";;31/07/2023;;11/08/2023;VAO;;1180;MDLF-SET-EXE-MEX-TNX-TTZ-DET-1063-A - VISA VAO SCAU 015;"David QUERE :
Voir visa ci-joint";;31/07/2023;-43;26/09/2023;HM;;641;;;;31/07/2023;-3;17/08/2023;SUS;;1006;;"Georgio RAHMOUCH :
Fournir l'avis technique de la verrière.";;31/07/2023;;08/08/2023;HM;;1143;;;;;;;;;;;;;31/07/2023;-50;03/10/2023;HM;;149;;;;31/07/2023;;;;14/08/2023;;;;;31/07/2023;-7;21/08/2023;VAOB;;105;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;NDC;3005;B;MDLF-SET-EXE-MEX-TNX-TTZ-NDC-3005-A.pdf;DI;25/01/2024;;Corinne MARTINEZ;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/01 - Pieces Ecrite;;;26/01/2024;-25;05/03/2024;HM;;2251;;;;26/01/2024;-3;12/02/2024;HM;;2341;;;;;;;;;;;;;26/01/2024;-31;11/03/2024;HM;;2072;;;;26/01/2024;-61;10/04/2024;HM;;2059;;;;;;;;;;;;;26/01/2024;;05/02/2024;HM;;618;;;;;;;;;;;;;26/01/2024;-28;08/03/2024;VAOB;;189;;"STIELTJES Romain :
VAO

voir fiche visa en pièce jointe.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MDLF;SET;EXE;MEX;TNX;TTZ;NDC;3005;A;Cheville à 40mm du bord.pdf;;09/06/2023;;Henri DE LAPLAGNOLLE;/04 - DOCUMENTS D'EXECUTION/Lot 05 - Men. Ext. - Murs rideaux/01 - Pieces Ecrite;;;09/06/2023;;09/06/2023;HM;;919;;;;;;;;;;;;;;;;;;;;;;09/06/2023;-34;27/07/2023;SUS;;817;;"Etienne ROGER :
Nous préciser ou ces chevilles seront mises en oeuvre.";"Javier ABAD :
Il s'agit des chevilles pour la fixation du galva bas des châssis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/06/2023;-26;18/07/2023;VAO;;94;;"STIELTJES Romain :
Voir fiche visa en pièce jointe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
