PROJET;EMET;PHASE;LOT;ZONE;TYPE DE DOCUMENT;Numéro;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Date demande visaMOEXE;Retard visaMOEXE;Date visaMOEXE;VisaMOEXE;Visa prévuMOEXE;Numéro chrono visaMOEXE;Numéro interne visaMOEXE;Commentaire visaMOEXE;Réponse commentaire visaMOEXE;Date demande visaMOE ENV;Retard visaMOE ENV;Date visaMOE ENV;VisaMOE ENV;Visa prévuMOE ENV;Numéro chrono visaMOE ENV;Numéro interne visaMOE ENV;Commentaire visaMOE ENV;Réponse commentaire visaMOE ENV;Date demande visaCOST MANAGER;Retard visaCOST MANAGER;Date visaCOST MANAGER;VisaCOST MANAGER;Visa prévuCOST MANAGER;Numéro chrono visaCOST MANAGER;Numéro interne visaCOST MANAGER;Commentaire visaCOST MANAGER;Réponse commentaire visaCOST MANAGER;Date demande visaMOE CET;Retard visaMOE CET;Date visaMOE CET;VisaMOE CET;Visa prévuMOE CET;Numéro chrono visaMOE CET;Numéro interne visaMOE CET;Commentaire visaMOE CET;Réponse commentaire visaMOE CET;Date demande visaMOE ACOUSTICIEN;Retard visaMOE ACOUSTICIEN;Date visaMOE ACOUSTICIEN;VisaMOE ACOUSTICIEN;Visa prévuMOE ACOUSTICIEN;Numéro chrono visaMOE ACOUSTICIEN;Numéro interne visaMOE ACOUSTICIEN;Commentaire visaMOE ACOUSTICIEN;Réponse commentaire visaMOE ACOUSTICIEN;Date demande visaMOE CUISINE;Retard visaMOE CUISINE;Date visaMOE CUISINE;VisaMOE CUISINE;Visa prévuMOE CUISINE;Numéro chrono visaMOE CUISINE;Numéro interne visaMOE CUISINE;Commentaire visaMOE CUISINE;Réponse commentaire visaMOE CUISINE;Date demande visaMOE AV;Retard visaMOE AV;Date visaMOE AV;VisaMOE AV;Visa prévuMOE AV;Numéro chrono visaMOE AV;Numéro interne visaMOE AV;Commentaire visaMOE AV;Réponse commentaire visaMOE AV;Date demande visaMOE IoT / BOS;Retard visaMOE IoT / BOS;Date visaMOE IoT / BOS;VisaMOE IoT / BOS;Visa prévuMOE IoT / BOS;Numéro chrono visaMOE IoT / BOS;Numéro interne visaMOE IoT / BOS;Commentaire visaMOE IoT / BOS;Réponse commentaire visaMOE IoT / BOS;Date demande visaCoordinateur SSI;Retard visaCoordinateur SSI;Date visaCoordinateur SSI;VisaCoordinateur SSI;Visa prévuCoordinateur SSI;Numéro chrono visaCoordinateur SSI;Numéro interne visaCoordinateur SSI;Commentaire visaCoordinateur SSI;Réponse commentaire visaCoordinateur SSI;Date demande visaPréventionniste;Retard visaPréventionniste;Date visaPréventionniste;VisaPréventionniste;Visa prévuPréventionniste;Numéro chrono visaPréventionniste;Numéro interne visaPréventionniste;Commentaire visaPréventionniste;Réponse commentaire visaPréventionniste;Date demande visaBureau de contrôle;Retard visaBureau de contrôle;Date visaBureau de contrôle;VisaBureau de contrôle;Visa prévuBureau de contrôle;Numéro chrono visaBureau de contrôle;Numéro interne visaBureau de contrôle;Commentaire visaBureau de contrôle;Réponse commentaire visaBureau de contrôle;Date demande visaCoordinateur SPS;Retard visaCoordinateur SPS;Date visaCoordinateur SPS;VisaCoordinateur SPS;Visa prévuCoordinateur SPS;Numéro chrono visaCoordinateur SPS;Numéro interne visaCoordinateur SPS;Commentaire visaCoordinateur SPS;Réponse commentaire visaCoordinateur SPS;Date demande visaMOE ECLAIRAGE;Retard visaMOE ECLAIRAGE;Date visaMOE ECLAIRAGE;VisaMOE ECLAIRAGE;Visa prévuMOE ECLAIRAGE;Numéro chrono visaMOE ECLAIRAGE;Numéro interne visaMOE ECLAIRAGE;Commentaire visaMOE ECLAIRAGE;Réponse commentaire visaMOE ECLAIRAGE;Date demande visaMOE PAYSAGISTE;Retard visaMOE PAYSAGISTE;Date visaMOE PAYSAGISTE;VisaMOE PAYSAGISTE;Visa prévuMOE PAYSAGISTE;Numéro chrono visaMOE PAYSAGISTE;Numéro interne visaMOE PAYSAGISTE;Commentaire visaMOE PAYSAGISTE;Réponse commentaire visaMOE PAYSAGISTE;Date demande visaMOE SECURITY-IT;Retard visaMOE SECURITY-IT;Date visaMOE SECURITY-IT;VisaMOE SECURITY-IT;Visa prévuMOE SECURITY-IT;Numéro chrono visaMOE SECURITY-IT;Numéro interne visaMOE SECURITY-IT;Commentaire visaMOE SECURITY-IT;Réponse commentaire visaMOE SECURITY-IT;Date demande visaARCHI;Retard visaARCHI;Date visaARCHI;VisaARCHI;Visa prévuARCHI;Numéro chrono visaARCHI;Numéro interne visaARCHI;Commentaire visaARCHI;Réponse commentaire visaARCHI;Date demande visaCOMMISSIONING;Retard visaCOMMISSIONING;Date visaCOMMISSIONING;VisaCOMMISSIONING;Visa prévuCOMMISSIONING;Numéro chrono visaCOMMISSIONING;Numéro interne visaCOMMISSIONING;Commentaire visaCOMMISSIONING;Réponse commentaire visaCOMMISSIONING;Date demande visaMOE CVC/PLB;Retard visaMOE CVC/PLB;Date visaMOE CVC/PLB;VisaMOE CVC/PLB;Visa prévuMOE CVC/PLB;Numéro chrono visaMOE CVC/PLB;Numéro interne visaMOE CVC/PLB;Commentaire visaMOE CVC/PLB;Réponse commentaire visaMOE CVC/PLB;Date demande visaMOE CFO/CFA/GTB;Retard visaMOE CFO/CFA/GTB;Date visaMOE CFO/CFA/GTB;VisaMOE CFO/CFA/GTB;Visa prévuMOE CFO/CFA/GTB;Numéro chrono visaMOE CFO/CFA/GTB;Numéro interne visaMOE CFO/CFA/GTB;Commentaire visaMOE CFO/CFA/GTB;Réponse commentaire visaMOE CFO/CFA/GTB;Date demande visaMOA;Retard visaMOA;Date visaMOA;VisaMOA;Visa prévuMOA;Numéro chrono visaMOA;Numéro interne visaMOA;Commentaire visaMOA;Réponse commentaire visaMOA;Column195;Column196;Column197;Column198;Column199;Column200;Column201;Column202;Column203;Column204;Column205;Column206
LED;CLE;EXE;CFO;TNZ;NDC;104;0;NOTE DE CALCUL TJ PROCESS.pdf;DI;09/05/2023;;Mohammad Safdar;/301 - CFO/NDC / SCHEMAS / SYNOPTIQUES;09/05/2023;-7;23/05/2023;REF;;26;;"Polycarpe ANANI :
Voir Visa CET";;09/05/2023;-98;22/08/2023;NC;;299;;;;;;;;;;;;;09/05/2023;-1;;;;55;;"Patrick BOUTONNET :
En attende des éléments décrits dans le bilan de puissance";"Mohammad Safdar :
Nous prenons en compte votre remarque, une fois les bilans de puissances phase EXE reçu par les entreprises nous allons confirmer les valeurs";;;;;;;;;;;;;;;;;;;09/05/2023;-86;09/08/2023;NC;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/05/2023;-57;12/07/2023;F;;231;;"Visa SOCOTEC :
Emetteur : Kamal MORSI
Date : 2023-05-09T15:56:28+00:00
Avis : Favorable
Commentaire : Avis favorable sur les dispositions proposées sur les documents listés
Voir Document en PJ";;;;;;;;;;;09/05/2023;-50;05/07/2023;H;;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;JDB;EXE;PAY;TNZ;DAS;1;0;LED-JDB-EXE-PAY-TNZ-DAS-0001-0 - DAS 1er rang JARDINS DE BABYLONE.pdf;DI;18/07/2023;;Laura DASINI;/00 - CSPS - VIC - AGREMENT - PPSPS/01 - DEMANDES D'AGREMENTS/200 - PAYSAGE;18/07/2023;;20/07/2023;VSO;;395;;;;18/07/2023;;18/07/2023;PI;;;;;;18/07/2023;;18/07/2023;PI;;;;;;18/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;18/07/2023;;18/07/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/07/2023;;18/07/2023;PI;;;;;;18/07/2023;;18/07/2023;PI;;;;;;01/08/2023;-1;09/08/2023;VSO;;1;;;;;;;;;;;;;;;
LED;CLE;EXE;CFA;TNZ;SYN;8100;A;LED-CLE-EXE-CFA-TNZ-SYN-8100-A - Synoptique contrôle d'accès.pdf;DI;23/04/2024;;davishen pillay;/DOSSIER SECURITE/NDC - SCHEMAS - SYNOPTIQUES;23/04/2024;;;4;30/04/2024;;;;;23/04/2024;;23/04/2024;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/04/2024;;;4;30/04/2024;;;;;;;;;;;;;;23/04/2024;;;4;30/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/04/2024;;;4;30/04/2024;;;;;23/04/2024;;;4;30/04/2024;;;;;23/04/2024;;;4;30/04/2024;;;;;;;;;;;;;;23/04/2024;;;4;30/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;CLE;EXE;CFA;TNZ;SYN;8805;0;synoptique gtb.pdf;;30/06/2023;;Mohammad Safdar;/302 - CFA-GTB/NDC / SCHEMAS / SYNOPTIQUES;30/06/2023;-27;03/08/2023;VAO;;718;;"Polycarpe ANANI :
prendre en compte avis CET et commissioning";;30/06/2023;;;;07/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/06/2023;;;;07/07/2023;;;;;30/06/2023;;;;07/07/2023;;;;;;;;;;;;;;;;;;;;;;;30/06/2023;;07/07/2023;F;;21;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-06-30T15:37:25+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;30/06/2023;-21;28/07/2023;H;;331;;;;;;;;;;;;;30/06/2023;;;;07/07/2023;;;;;;;;;;;;;;30/06/2023;;07/07/2023;VAO;;118;;"Yacine ALLAB :
Sous réserve validation des synoptiques et schémas BOS. Synoptique unique BOS-CFA à produire avec nomenclature commune.";;;;;;;;;;;30/06/2023;-11;18/07/2023;VAO;;28;;"Patrick BOUTONNET :
Supprimer différentiel sur le général trash area et mettre des différentiels sur les départs terminaux 
Mettre en cohérence le plan de comptage avec les types de compteur et le schéma";;;;;;;;;;;;;;;;;;;;;;
LED;DUM;DOE;SYA;SS1;PLN;301;A;LED-DUM-DOE-SYA-SS1-PLN-0301-A - Plan de synthèse PLAFOND SS1.pdf;DI;19/03/2024;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLAFONDS;19/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/03/2024;;;-31;26/03/2024;;;;;19/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/03/2024;;19/03/2024;PI;;;;;;;;;;;;;;;19/03/2024;;19/03/2024;PI;;;;;;19/03/2024;-8;03/04/2024;VAO;;2177;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes.";;;;;;;;;;;19/03/2024;;;-31;26/03/2024;;;;;19/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUM;DOE;SYA;2ES;PLN;306;A;LED-DUM-DOE-SYA-2ES-PLN-0306-A - Plan de synthèse PLAFOND R2ES.pdf;DI;19/03/2024;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLAFONDS;19/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/03/2024;;;-31;26/03/2024;;;;;19/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/03/2024;;19/03/2024;PI;;;;;;;;;;;;;;;19/03/2024;;19/03/2024;PI;;;;;;19/03/2024;-8;03/04/2024;VAO;;2174;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes.";;;;;;;;;;;19/03/2024;;;-31;26/03/2024;;;;;19/03/2024;;;-31;26/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUM;DOE;SYA;R1;PLN;303;A;LED-DUM-DOE-SYA-R1-PLN-0303-A - Plan de synthèse PLAFOND R+1.pdf;DI;15/03/2024;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLAFONDS;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/03/2024;;;-35;22/03/2024;;;;;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;15/03/2024;;15/03/2024;PI;;;;;;15/03/2024;-12;03/04/2024;VAO;;2176;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes.";;;;;;;;;;;15/03/2024;;;-35;22/03/2024;;;;;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUM;DOE;SYA;1ES;PLN;304;A;LED-DUM-DOE-SYA-1ES-PLN-0304-0 - Plan de synthèse PLAFOND R1ES.pdf;DI;15/03/2024;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLAFONDS;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/03/2024;;;-35;22/03/2024;;;;;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;15/03/2024;;15/03/2024;PI;;;;;;15/03/2024;-11;02/04/2024;VAO;;2173;;"Mathilde THALOUARN :
VAO :
Voir observations ci-jointes";;;;;;;;;;;15/03/2024;;;-35;22/03/2024;;;;;15/03/2024;;;-35;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;EQU;EXE;AV;SS1;ANF;8026;0;LED-EQU-EXE-AV-SS1-ANF-8026-0 - Analyse Fonctionnelle War Room Cyber Security.pdf;;16/02/2024;;Tristan KUCHLER;/307 - AV/NDC - SCHEMAS - SYNOPTIQUES;16/02/2024;;;;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/02/2024;;;;23/02/2024;;;;;16/02/2024;;;;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;16/02/2024;;;;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/02/2024;;;;23/02/2024;;;;;;;;;;;;;;16/02/2024;;;;23/02/2024;;;;;;;;;;;;;;16/02/2024;;;;23/02/2024;;;;;;;;;;;;;;;;;;;;;;;;;
LED;ALS;EXE;CLV;RDC;PLN;100;B;Plan de cloisons amovibles RDC.pdf;;14/12/2023;;Morgan AYE;/402 - CLOISONS VITREES/PLANS & DETAILS ALSEA;15/12/2023;;;;22/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/12/2023;;;;22/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/12/2023;-11;02/01/2024;NC;;190;;;;;;;;;;;;;15/12/2023;;;;22/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/01/2024;;;;22/01/2024;;;;;15/12/2023;-13;04/01/2024;VAO;;1948;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes.";"Florian BARRERE :
Pas de CF sur la cloison vitrée";;;;;;;;;;15/01/2024;;;;22/01/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;CLE;EXE;CFA;TNZ;SYN;8804;A;Synoptique VDI.pdf;;30/06/2023;;Mohammad Safdar;/302 - CFA-GTB/NDC / SCHEMAS / SYNOPTIQUES;30/06/2023;;;;07/07/2023;;;;;30/06/2023;;;;07/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30/06/2023;;;;07/07/2023;;;;;30/06/2023;-10;17/07/2023;VAO;;22;;"Anthony MORGADO :
JLL VAO - JLL - Ajouter liaison casiers connectés et prévoir une RJ45 pour coffret GTB et une RJ45 pour coffret IoT";;;;;;;;;;;;;;;;;;;;30/06/2023;;07/07/2023;F;;22;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-06-30T11:32:32+00:00
Avis : Favorable
Commentaire : 
Voir Document en PJ";;;;;;;;;;;30/06/2023;;06/07/2023;H;;281;;;;;;;;;;;;;30/06/2023;;;;07/07/2023;;;;;;;;;;;;;;30/06/2023;;07/07/2023;VAO;;117;;"Yacine ALLAB :
Sous réserve validation des synoptiques et schémas BOS. Synoptique unique BOS-CFA à produire avec nomenclature commune.";;;;;;;;;;;30/06/2023;-19;26/07/2023;VAO;;64;;"Patrick BOUTONNET :
Prendre en compte les besoins spécifiques coté IOT/BOS
Coté VDI : sous réserve de validation par Jérôme ( prise en compte des liaisons entre LAN 1 et serveur ROOM  )";;;;;;;;;;;;;;;;;;;;;;
LED;EQU;EXE;AV;TNZ;DOC;8101;0;LED-EQU-EXE-AV-TNZ-DOC-8101-0 - Principe et adressage IP Equipements AV.pdf;;05/10/2023;;Jennifer RANJORE;/307 - AV/PLANS - DETAILS - COUPES;05/10/2023;-4;15/10/2023;VSO;;1417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;;11/10/2023;VSO;;226;;;;05/10/2023;;;;12/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2023;;11/10/2023;H;;508;;;;;;;;;;;;;05/10/2023;;;;12/10/2023;;;;;05/10/2023;-5;16/10/2023;NC;;1432;;;;05/10/2023;;;;12/10/2023;;;;;;;;;;;;;;05/10/2023;;05/10/2023;NC;;273;;;;;;;;;;;;;;;;;;;;;;;;
LED;EQU;EXE;BOS;TNZ;ANF;8004;0;LED-EQU-EXE-BOS-TNZ-ANF-8004-0 - AF générale BOS.pdf;;16/06/2023;;Jennifer RANJORE;/306 - BOS/PLANS - DETAILS - COUPES;19/06/2023;-42;06/08/2023;VSO;;783;;;;19/06/2023;-3;28/06/2023;VSO;;126;;;;;;;;;;;;;19/06/2023;-1;;;;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/06/2023;;;;26/06/2023;;;;;;;;;;;;;;;;;;;;;;;19/06/2023;-255;06/03/2024;HM;;980;;"Visa SOCOTEC :
Emetteur : Gilles LE NY
Date : 2023-06-19T06:49:25+00:00
Avis : Hors Mission
Commentaire : Hors mission
Voir Document en PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/06/2023;;;;26/06/2023;;;;;19/06/2023;-5;30/06/2023;VAO;;323;;"Mathilde THALOUARN :
VAO :
- Voir avis MOE IOT / BOS";;19/06/2023;;;;26/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;EQU;EXE;BOS;TNZ;ANF;8005;0;LED-EQU-EXE-BOS-TNZ-ANF-8005-0 - AF application de supervision.pdf;;16/06/2023;;Jennifer RANJORE;/306 - BOS/PLANS - DETAILS - COUPES;19/06/2023;-32;28/07/2023;VAO;;606;;"Polycarpe ANANI :
voir avis BET";;19/06/2023;-3;28/06/2023;VSO;;127;;;;;;;;;;;;;19/06/2023;-1;;;;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/06/2023;-17;12/07/2023;VAO;;14;;"Anthony MORGADO :
VAO - Difficile de valider en l'état étant donné qu'il y a des mises à jours à apporter. Ok sur ce qui est décrit mais une version à jour doit être remis notamment sur la partie équipement pour VISAS à nouveau";;;;;;;;;;;;;;;;;;;;19/06/2023;;;;26/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/06/2023;;;;26/06/2023;;;;;19/06/2023;;26/06/2023;VAO;;214;;"Mathilde THALOUARN :
VAO :
- Voir avis MOE IOT / BOS";;19/06/2023;;;;26/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;SOF;EXE;CLV;SS1;PLN;2;0;LED-SOF-EXE-402-SS1-PLN-0002-0.pdf;;14/11/2023;;Amaury SWYNGEDAUW;/402 - CLOISONS VITREES/PLANS & DETAILS SOFTICA;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;14/11/2023;-1;21/11/2023;VAO;;1777;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;SOF;EXE;CLV;RDC;PLN;3;0;LED-SOF-EXE-402-RDC-PLN-0003-0.pdf;;14/11/2023;;Amaury SWYNGEDAUW;/402 - CLOISONS VITREES/PLANS & DETAILS SOFTICA;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;14/11/2023;-1;21/11/2023;VAO;;1776;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;SOF;EXE;CLV;RDC;PLN;1;0;LED-SOF-EXE-402-RDC-PLN-0001-0.pdf;;14/11/2023;;Amaury SWYNGEDAUW;/402 - CLOISONS VITREES/PLANS & DETAILS SOFTICA;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/11/2023;;;;21/11/2023;;;;;14/11/2023;-1;21/11/2023;VAO;;1775;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;ALS;EXE;CLV;R2;PLN;300;D;LED-ALS-EXE-CLV-R2-PLN-0300-D - Plan de cloison amovible R2.pdf;;23/10/2023;;Morgan AYE;/402 - CLOISONS VITREES/PLANS & DETAILS ALSEA;31/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2023;;;;07/11/2023;;;;;;;;;;;;;;31/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2023;;;;07/11/2023;;;;;31/10/2023;;03/11/2023;VAO;;1648;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";;;;;;;;;;;31/10/2023;;06/11/2023;VAO;;204;;"Romain MAJOUR :
Voir remarques sur document ci-joint.
Se référer également aux remarques de l'Architecte.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUM;EXE;SYA;1ES;PLN;304;C;LED-DUM-EXE-SYA-1ES-PLN-0304-C - Plan de synthèse R1ES.pdf;;13/10/2023;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLANS;13/10/2023;;;;20/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/10/2023;;13/10/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/10/2023;;;;20/10/2023;;;;;13/10/2023;-7;26/10/2023;VAO;;1525;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";"Sarah NGUYENVAN :
cf retour
 fr :  
LED-DUM-EXE-SYA-1ES-PLN-0304-C - Plan de synthèse R1ES - VISA STU Retour DZ.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LED;CLE;EXE;CFO;R2;PLN;503;0;LED-CLE-EXE-CFO-R2-PLN-0503-A - Terminaux PH R2.pdf;;26/06/2023;;Ayoub MOURADI;/301 - CFO/PLANS TREMINAUX PLANCHER HAUT;26/06/2023;;;;03/07/2023;;;;;26/06/2023;;28/06/2023;VSO;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/06/2023;;;;03/07/2023;;;;;;;;;;;;;;26/06/2023;;;;03/07/2023;;;;;;;;;;;;;;26/06/2023;;;;03/07/2023;;;;;;;;;;;;;;26/06/2023;-4;06/07/2023;VSO;;271;;"Arnaud VERLET :
Merci de reprendre les noms de références communqiuées par Distylight dans le cartouche car cela ne correspond pas avec les références indiquées sur le dit plan.";;;;;;;;;;;26/06/2023;;;;03/07/2023;;;;;26/06/2023;;30/06/2023;VAO;;248;;"Mathilde THALOUARN :
VAO :
- Le plan de mobilier est en cours de finalisation. Une synthèse est à prévoir. 
- Un témoin de principe avecle mobilier est à réaliser.";;26/06/2023;-5;07/07/2023;NC;;75;;;;;;;;;;;;;27/06/2023;;;;04/07/2023;;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUM;EXE;SYA;SS1;PLN;301;0;LED-DUM-EXE-SYA-SS1-PLN-0301-0 - Plan de synthèse SS1.pdf;;13/09/2023;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLANS;13/09/2023;-11;30/09/2023;VAO;;1244;;"Polycarpe ANANI :
Voir avis architecte";;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/09/2023;;;;26/09/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/09/2023;;;;26/09/2023;;;;;13/09/2023;-9;29/09/2023;VAO;;1370;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;19/09/2023;;20/09/2023;NC;;184;;;;;;;;;;;;;;;;;;;;;;;;
LED;DUM;EXE;SYA;R1;PLN;303;B;LED-DUM-EXE-SYA-R1-PLN-0303-B - Plan de synthèse R+1.pdf;;19/09/2023;;Sarah NGUYENVAN;/980 - SYNTHESE ARCHITECTURALE/PLANS;19/09/2023;-5;30/09/2023;VAO;;1224;;"Polycarpe ANANI :
Voir avis architecte";;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/09/2023;;19/09/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/09/2023;;;;26/09/2023;;;;;19/09/2023;-2;27/09/2023;VAO;;1345;;"Mathilde THALOUARN :
VAO :
- Voir observations ci-jointes";;;;;;;;;;;;;;;;;;;;19/09/2023;;20/09/2023;NC;;182;;;;;;;;;;;;;;;;;;;;;;;;
