PROJET;PHASE;EMET;LOT;LOT1;NIVEAU;ZONE;TYPE DE DOCUMENT;Numéro;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Délai de Réémission;Date demande visaCSSI;Retard visaCSSI;Date visaCSSI;VisaCSSI;Visa prévuCSSI;Numéro chrono visaCSSI;Numéro interne visaCSSI;Commentaire visaCSSI;Réponse commentaire visaCSSI;Date demande visaMOEX - EGIS;Retard visaMOEX - EGIS;Date visaMOEX - EGIS;VisaMOEX - EGIS;Visa prévuMOEX - EGIS;Numéro chrono visaMOEX - EGIS;Numéro interne visaMOEX - EGIS;Commentaire visaMOEX - EGIS;Réponse commentaire visaMOEX - EGIS;Date demande visaARC - ATELIERS 115;Retard visaARC - ATELIERS 115;Date visaARC - ATELIERS 115;VisaARC - ATELIERS 115;Visa prévuARC - ATELIERS 115;Numéro chrono visaARC - ATELIERS 115;Numéro interne visaARC - ATELIERS 115;Commentaire visaARC - ATELIERS 115;Réponse commentaire visaARC - ATELIERS 115;Date demande visaDECORATEUR - SAGUEZ;Retard visaDECORATEUR - SAGUEZ;Date visaDECORATEUR - SAGUEZ;VisaDECORATEUR - SAGUEZ;Visa prévuDECORATEUR - SAGUEZ;Numéro chrono visaDECORATEUR - SAGUEZ;Numéro interne visaDECORATEUR - SAGUEZ;Commentaire visaDECORATEUR - SAGUEZ;Réponse commentaire visaDECORATEUR - SAGUEZ;Date demande visaPAYSAGISTE - MUGO;Retard visaPAYSAGISTE - MUGO;Date visaPAYSAGISTE - MUGO;VisaPAYSAGISTE - MUGO;Visa prévuPAYSAGISTE - MUGO;Numéro chrono visaPAYSAGISTE - MUGO;Numéro interne visaPAYSAGISTE - MUGO;Commentaire visaPAYSAGISTE - MUGO;Réponse commentaire visaPAYSAGISTE - MUGO;Date demande visaBET FACADES - ELIOTH;Retard visaBET FACADES - ELIOTH;Date visaBET FACADES - ELIOTH;VisaBET FACADES - ELIOTH;Visa prévuBET FACADES - ELIOTH;Numéro chrono visaBET FACADES - ELIOTH;Numéro interne visaBET FACADES - ELIOTH;Commentaire visaBET FACADES - ELIOTH;Réponse commentaire visaBET FACADES - ELIOTH;Date demande visaBET STRUCTURE - TERRELL;Retard visaBET STRUCTURE - TERRELL;Date visaBET STRUCTURE - TERRELL;VisaBET STRUCTURE - TERRELL;Visa prévuBET STRUCTURE - TERRELL;Numéro chrono visaBET STRUCTURE - TERRELL;Numéro interne visaBET STRUCTURE - TERRELL;Commentaire visaBET STRUCTURE - TERRELL;Réponse commentaire visaBET STRUCTURE - TERRELL;Date demande visaBET POLLUTION DES SOLS - GINGER;Retard visaBET POLLUTION DES SOLS - GINGER;Date visaBET POLLUTION DES SOLS - GINGER;VisaBET POLLUTION DES SOLS - GINGER;Visa prévuBET POLLUTION DES SOLS - GINGER;Numéro chrono visaBET POLLUTION DES SOLS - GINGER;Numéro interne visaBET POLLUTION DES SOLS - GINGER;Commentaire visaBET POLLUTION DES SOLS - GINGER;Réponse commentaire visaBET POLLUTION DES SOLS - GINGER;Date demande visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Retard visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Date visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;VisaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Visa prévuBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Numéro chrono visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Numéro interne visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Commentaire visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Réponse commentaire visaBET GEOTECHNIQUE - GEOTECHNIQUE APPLIQUEE;Date demande visaBET  FLUIDES - PROJEX;Retard visaBET  FLUIDES - PROJEX;Date visaBET  FLUIDES - PROJEX;VisaBET  FLUIDES - PROJEX;Visa prévuBET  FLUIDES - PROJEX;Numéro chrono visaBET  FLUIDES - PROJEX;Numéro interne visaBET  FLUIDES - PROJEX;Commentaire visaBET  FLUIDES - PROJEX;Réponse commentaire visaBET  FLUIDES - PROJEX;Date demande visaBET CUISINES - CONVERGENCE;Retard visaBET CUISINES - CONVERGENCE;Date visaBET CUISINES - CONVERGENCE;VisaBET CUISINES - CONVERGENCE;Visa prévuBET CUISINES - CONVERGENCE;Numéro chrono visaBET CUISINES - CONVERGENCE;Numéro interne visaBET CUISINES - CONVERGENCE;Commentaire visaBET CUISINES - CONVERGENCE;Réponse commentaire visaBET CUISINES - CONVERGENCE;Date demande visaBET ACOUSTIQUE - STUDIO FA;Retard visaBET ACOUSTIQUE - STUDIO FA;Date visaBET ACOUSTIQUE - STUDIO FA;VisaBET ACOUSTIQUE - STUDIO FA;Visa prévuBET ACOUSTIQUE - STUDIO FA;Numéro chrono visaBET ACOUSTIQUE - STUDIO FA;Numéro interne visaBET ACOUSTIQUE - STUDIO FA;Commentaire visaBET ACOUSTIQUE - STUDIO FA;Réponse commentaire visaBET ACOUSTIQUE - STUDIO FA;Date demande visaCONTROLEUR TECHNIQUE - SOCOTEC;Retard visaCONTROLEUR TECHNIQUE - SOCOTEC;Date visaCONTROLEUR TECHNIQUE - SOCOTEC;VisaCONTROLEUR TECHNIQUE - SOCOTEC;Visa prévuCONTROLEUR TECHNIQUE - SOCOTEC;Numéro chrono visaCONTROLEUR TECHNIQUE - SOCOTEC;Numéro interne visaCONTROLEUR TECHNIQUE - SOCOTEC;Commentaire visaCONTROLEUR TECHNIQUE - SOCOTEC;Réponse commentaire visaCONTROLEUR TECHNIQUE - SOCOTEC;Date demande visaAMO ENVIRONNEMENT - GREENAFFAIR;Retard visaAMO ENVIRONNEMENT - GREENAFFAIR;Date visaAMO ENVIRONNEMENT - GREENAFFAIR;VisaAMO ENVIRONNEMENT - GREENAFFAIR;Visa prévuAMO ENVIRONNEMENT - GREENAFFAIR;Numéro chrono visaAMO ENVIRONNEMENT - GREENAFFAIR;Numéro interne visaAMO ENVIRONNEMENT - GREENAFFAIR;Commentaire visaAMO ENVIRONNEMENT - GREENAFFAIR;Réponse commentaire visaAMO ENVIRONNEMENT - GREENAFFAIR;Date demande visaAMO COMMISSIONNING - GREENAFFAIR;Retard visaAMO COMMISSIONNING - GREENAFFAIR;Date visaAMO COMMISSIONNING - GREENAFFAIR;VisaAMO COMMISSIONNING - GREENAFFAIR;Visa prévuAMO COMMISSIONNING - GREENAFFAIR;Numéro chrono visaAMO COMMISSIONNING - GREENAFFAIR;Numéro interne visaAMO COMMISSIONNING - GREENAFFAIR;Commentaire visaAMO COMMISSIONNING - GREENAFFAIR;Réponse commentaire visaAMO COMMISSIONNING - GREENAFFAIR;Date demande visaCSPS - SOCOTEC;Retard visaCSPS - SOCOTEC;Date visaCSPS - SOCOTEC;VisaCSPS - SOCOTEC;Visa prévuCSPS - SOCOTEC;Numéro chrono visaCSPS - SOCOTEC;Numéro interne visaCSPS - SOCOTEC;Commentaire visaCSPS - SOCOTEC;Réponse commentaire visaCSPS - SOCOTEC;Column163;Column164;Column165;Column166;Column167;Column168
GLF;EXE;DUM;Revêtements de sols souples;12;TNX;TZN;DAF;7305;A;COLLE POISSANTE BOSTIK DALFIX (sous DPA).pdf;DI;10/03/2023;;Erell CORNIC;/01 - DOCUMENTS D'EXECUTION/Lot 12 - Revêtements de sols souples/Fiches Produits (DAF);;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-323;16/02/2024;VSO;;1844;;"Simon DAVID :
sous réserve avis socotec";;10/03/2023;-81;12/06/2023;VSO;;304;;;;10/03/2023;-287;04/01/2024;NC;;120;;;;10/03/2023;;15/03/2023;NC;;16;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-88;20/06/2023;NC;;186;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-31;24/04/2023;NC;;149;;;;;;;;;;;;;10/03/2023;-15;07/04/2023;NC;;266;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-71;02/06/2023;F;;17;;"Sophie GERVAIS :
Label EC1 et A+ ok
Intégrer FDES";;10/03/2023;;;-400;vendredi 24 mars 2023;;;;;10/03/2023;;;-400;24/03/2023;;;;;;;;;;
GLF;EXE;DUM;Revêtements de sols souples;12;TNX;TZN;DAF;7304;A;RAGREAGE UZIN NC 133.pdf;DI;10/03/2023;;Erell CORNIC;/01 - DOCUMENTS D'EXECUTION/Lot 12 - Revêtements de sols souples/Fiches Produits (DAF);;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-278;03/01/2024;VSO;;1518;;;;10/03/2023;-81;12/06/2023;VSO;;305;;;;10/03/2023;-287;04/01/2024;NC;;122;;;;10/03/2023;;15/03/2023;NC;;15;;;;10/03/2023;;;-400;24/03/2023;;;;;;;20/06/2023;NC;;188;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-31;24/04/2023;NC;;150;;;;10/03/2023;;;-400;45009,3595;;;;;10/03/2023;-15;07/04/2023;NC;;267;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-71;02/06/2023;F;;18;;"Sophie GERVAIS :
Label EC1 et A+ ok
Intégrer FDES";;;;;;;;;;;10/03/2023;;;-400;24/03/2023;;;;;"EXE
10/03/2023
BET STRUCTURE - TERRELL -> NC
Luca GIULIANI :";;;;;
GLF;EXE;DUM;Revêtements de sols souples;12;TNX;TZN;DAF;7303;A;PRIMAIRE UZIN PE 260.pdf;DI;10/03/2023;;Erell CORNIC;/01 - DOCUMENTS D'EXECUTION/Lot 12 - Revêtements de sols souples/Fiches Produits (DAF);;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-278;03/01/2024;VSO;;1517;;;;10/03/2023;-81;12/06/2023;VSO;;301;;;;10/03/2023;-287;04/01/2024;NC;;123;;;;10/03/2023;;15/03/2023;NC;;14;;;;;;;;;;;;;10/03/2023;-88;20/06/2023;NC;;189;;;;;;;;;;;;;;;;;;;;;;10/03/2023;-31;24/04/2023;NC;;151;;;;;;;;;;;;;10/03/2023;-15;07/04/2023;NC;;268;;;;10/03/2023;;;-400;24/03/2023;;;;;10/03/2023;-71;02/06/2023;F;;19;;"Sophie GERVAIS :
Label EC1 et A+ ok
Intégrer FDES";;10/03/2023;;;-400;vendredi 24 mars 2023;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Cloisons - Doublages;6;TNX;TZN;DAF;7055;A;Trappe de visite sur gaine technique DECOFEU M1 EI30.pdf;;28/03/2023;;Manon OUVRARD;/01 - DOCUMENTS D'EXECUTION/Lot 06 - Menuiseries intérieures/Fiches Produits (DAF);"#1 Manon OUVRARD :
Bonjour, 

document diffusé le 28/3, visé le 17/8, VSO stuio FA et A115. MAJ de la DAF quand on aura les besoins des CET pour les dimensions, on ajoutera le PV feu à ce moment.";Aucune réponse au commentaire #1;;;;;;;;;;;28/03/2023;-122;17/08/2023;VAOB;;602;HMO-7055-A;"Hajar MORCHID ALAOUI :
Il manque le PV feu
Pour mémoire, localisation et dimensions à valider par diffusion d'un plan de repérage des trappes murales";;28/03/2023;-2;12/04/2023;VSO;;132;;;;28/03/2023;-289;25/01/2024;NC;;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/03/2023;;07/04/2023;VSO;;157;;"Jérôme FALALA :
avec joint";;28/03/2023;;;;11/04/2023;;;;;28/03/2023;;28/03/2023;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;2041;A;CLOISON VITREE CF REP CF-1H-R+1-A.pdf;;24/10/2023;;Alessandro MELLONE;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;"#1 Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-06-A diffusé le 02.02.2024.";Aucune réponse au commentaire #1;;;;;;;;;;;24/10/2023;;;;14/11/2023;;;;;24/10/2023;-64;10/01/2024;VAO;;1143;;"Florian CHINARDET :
- Sous réserve validation EGIS.";"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-06-A ci-joint.
 fr :  
EXE_A115_SER_VISA_07-06-A.pdf, 
GLF-EXE-DUM-07-TNX-TZN-PLN-2041-A-OBS A115.pdf";24/10/2023;-84;30/01/2024;NC;;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;-20;27/11/2023;VAO;;1398;;"Jérôme FALALA :
Transmettre indice d'affaiblissement acoustique correpondant en intégrant performance des menuiseries, performance des remplissages opaques et des remplissages vitrés.";;24/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;1042;C;2.7.1  ESCALIERS CHAMBORD AVEC GARDE-CORPS VITRES.pdf;;26/10/2023;;Jean-Baptiste PAILLART;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;;;;;;;;;;;26/10/2023;-21;07/12/2023;VAOB;;1234;;"Goodlife EGIS :
Voir la fiche ci-jointe";;26/10/2023;-18;27/11/2023;VAOB;;997;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-01-A ci-joint.
VAOB dû à l'altimétrie du haut du support du GC et limon qui doit être au niveau fini du niveau.";;26/10/2023;-82;30/01/2024;NC;;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/10/2023;-14;23/11/2023;NC;;1288;;;;26/10/2023;;;;09/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;2046;A;CLOISON VITREE CF REP CF-1H-R+1-F.pdf;;24/10/2023;;Alessandro MELLONE;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;;;;;;;;;;;24/10/2023;;;;14/11/2023;;;;;24/10/2023;-87;02/02/2024;VAO;;1627;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-07-A ci-joint.";;24/10/2023;-84;30/01/2024;NC;;302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/10/2023;-17;23/11/2023;VAO;;1342;;"Jérôme FALALA :
Fournir PV acoustique";;24/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Faux-plafonds;9;R+1;TZN;PLN;101;E;PLAN DE REPERAGE DU PLAFOND R+1.pdf;DI;15/04/2024;;Vincent VIDAL;/01 - DOCUMENTS D'EXECUTION/Lot 09 - Faux-plafonds/Pièces graphiques;;;149;;;;;;;;;;15/04/2024;;;9;06/05/2024;;;;;15/04/2024;;;2;29/04/2024;;;;;15/04/2024;;16/04/2024;NC;;591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/04/2024;;;2;29/04/2024;;;;;15/04/2024;;;2;29/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Faux-plafonds;9;R+1;TZN;PLN;101;D;PLAN DE REPERAGE DU PLAFOND R+1.pdf;;18/09/2023;;Vincent VIDAL;/01 - DOCUMENTS D'EXECUTION/Lot 09 - Faux-plafonds/Pièces graphiques;;;;;;;;;;;;;;;17/11/2023;VAO;;1168;AFU-PLN-0101-PLAFONDS-R1;"Goodlife EGIS :
• Prendre en compte le visa d'A115.
• Prendre en compte la HSFP en rive désormais à 2,59m (Interface SYA).
• Nous notons que le plan concerne uniquement les zones bureaux. Pour tous les niveaux, diffuser les plans de FP des zones qui restent : paliers ASC, sanitaires, etc.
• Les plans seront à mettre à jour selon les profilés validés en remplacement des T24 et ‘L’19x24. Cornière en ‘Z’ en périphérie sauf en façade.
• Profilés Omega 50 dans les cas de jonction entre deux orientations de zones dalles.
• Pour les trames de bureau pleines, la distance entre axes de profilés est 1,35m. La longueur de dalle est donc : 1,32 m (dalles de plafonds et terminaux).
• Pour les ½ trames de bureau la longueur devra être systématiquement : 73 cm.
• Ces dimensions doivent impérativement être respectées. Elles s’appliquent à la fois au lot plafonds et lots CET.
• Pour mémoire, prendre en compte le calepinage des terminaux de la synthèse architecturale.
• Prendre en compte les visas des plans du lot 05 Cloisons – doublage.
• Sous réserve de l’avis du bureau de contrôle.
• Sous réserve des SYN Techniques et Architecturales.
• Prendre en compte le visa de l’acousticien -> Jouée manquante dans les faux plafonds (ES4 et ES6).
Prendre en compte les pièces jointes.";;18/09/2023;-3;04/10/2023;VAO;;725;;"Nicolas VIGNAU :
Voir visa EXE_A115_FPD_VISA_09-01_C ci-joint.";;18/09/2023;-116;25/01/2024;NC;;294;;"Olga QUINTANA :
Inclure zone S&P pour validation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/09/2023;-8;10/10/2023;VAO;;1156;;"Jérôme FALALA :
Il manque une jouée acoustique 72/48 - voir zone bullée sur plan joint";;18/09/2023;;;;02/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"EXE
18/09/2023
MOEX - EGIS -> VAO
Goodlife EGIS :
A noter: La demande récente du client d'étudier la proposition de passer en profilés alu en 'Z' dans les bureaux.
L'utilisation de ce type de profilé entraine une réduction de la taille des panneaux de plafond.
Ce profilé 'décale et réduit' de 2 cm la périphérie des panneaux sur chaque coté de l'espace concerné.";;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;1043;C;escalier EI2.pdf;DI;12/04/2024;;Alessandro MELLONE;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;;;;;;;;;;;12/04/2024;;;7;03/05/2024;;;;;12/04/2024;;22/04/2024;VAOB;;2317;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-36-C ci-joint.";;12/04/2024;;15/04/2024;NC;;588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/04/2024;;;0;26/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;1043;A;2.7.1  ESCALIERS METALLIQUES EI2.pdf;;13/12/2023;;Alessandro MELLONE;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;;;;;;;;;;;13/12/2023;-56;28/02/2024;VAOB;;2053;;"Amandine FITTE-DUVAL :
• Prendre en compte visa A115
• Suite réunion chantier du 27/02, mettre à jour le carnet avec remplacement de la partie béton en métallique (sous réserve validation de la NDC). Pour rappel, recherche d'un aspect visuel fermé. Prévoir des contre-marches et un socle métallique. 
• Préciser les finitions et teintes des éléments. 
• Continuité de la MC à respecter. 
• Préciser les NGF, et hauteur libre de passage pour validation. 
• Revêtement de sol : synthèse à faire avec le lot concerné, l'épaisseur mentionnée sur ce document ne correspond pas à celle de la fiche technique du parquet validé (25mm au lieu de 15mm). 
• Sous réserve avis favorable du bureau de contrôle, et validation des fiches techniques et NDC associées. 
• Sous réserve synthèse technique et architecturale.";;13/12/2023;-39;04/02/2024;VAOB;;1644;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-36-A ci-joint.";;13/12/2023;-28;24/01/2024;NC;;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/12/2023;-37;02/02/2024;NC;;1684;;;;13/12/2023;;;;27/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;1050;C;ESCALIERS METALLIQUES ES11.pdf;DI;12/04/2024;;Alessandro MELLONE;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;23;;;;;;;;;;12/04/2024;;23/04/2024;VAO;;2689;;"Amandine FITTE-DUVAL :
• Prendre en compte visa A115 sur la tôle pleine 
• Maille 19/19 : Pour rappel, finition souhaitée: maille thermolaquée Manganese 2525
• Bouchon plastique sur écrous : pour information, teinte noir.
• Pour information, trappe dans cloison périphérique pour entretien en dessous de l'escalier représentée sur le plan A115 indF.

Sous réserve validation des NDC et fiches techniques associées
Sous réserve synthèse technique et architecturale
Sous réserve avis favorable du bureau de contrôle";;12/04/2024;;22/04/2024;VAO;;2316;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-35-C ci-joint.";;12/04/2024;;15/04/2024;NC;;589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/04/2024;;;0;26/04/2024;;;;;12/04/2024;;;0;26/04/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;1050;B;ESCALIERS METALLIQUES ES11.pdf;;23/02/2024;;Jean-Baptiste PAILLART;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;;;;;;;;;;;23/02/2024;-5;19/03/2024;VAO;;2334;;"Amandine FITTE-DUVAL :
• Prendre en compte remarques A115, avec notamment le déplacement de la fixation du limon. 
• Maille 19/19 : OK, fiche technique et échantillon diffusés, ne pas prendre en compte remarques A115. Pour rappel, finition souhaitée: maille thermolaquée Manganese 2525 
• Bouchon plastique sur écrous : pour information, teinte noir. 
• Pour information, trappe dans cloison périphérique pour entretien en dessous de l'escalier représentée sur le plan A115 indF. 

Sous réserve validation des NDC et fiches techniques associées
Sous réserve synthèse technique et architecturale 
Sous réserve avis favorable du bureau de contrôle";;23/02/2024;-10;18/03/2024;VAO;;2044;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-35-B ci-joint.";;23/02/2024;;26/02/2024;NC;;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2024;-5;12/03/2024;VSO;;1764;;;;23/02/2024;;;;08/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Serrurerie - Métallerie;7;TNX;TZN;PLN;1050;A;ESCALIERS METALLIQUES ES11.pdf;;22/12/2023;;Alessandro MELLONE;/01 - DOCUMENTS D'EXECUTION/Lot 07 - Serrurerie - Métallerie/Pièces graphiques;;;;;;;;;;;;;22/12/2023;;;;12/01/2024;;;;;22/12/2023;-30;04/02/2024;VAO;;1643;;"Nicolas VIGNAU :
Voir visa EXE_A115_SER_VISA_07-35-A ci-joint.";;22/12/2023;-19;24/01/2024;NC;;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/12/2023;;;;05/01/2024;;;;;22/12/2023;;;;05/01/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLF;EXE;DUM;Aménagements Extérieurs - Parvis - Espaces verts;23;TNX;TZN;DAF;7045;B;COUCHE DRAINANTE TYPE FIXODRIVE FX 50.pdf;;27/03/2024;;Michael FADO;/01 - DOCUMENTS D'EXECUTION/Lot 23 - Aménagements Extérieurs - Parvis - Espaces verts terrasses/Fiches Produits (DAF);;;;;;;;;;;;;27/03/2024;;;;17/04/2024;;;;;27/03/2024;;07/04/2024;VAO;;2230;;"Nicolas VIGNAU :
- Préciser article désignation CCTP.
- Sous réserve validation MUGO.";;27/03/2024;;29/03/2024;NC;;525;;;;27/03/2024;;29/03/2024;REF;;224;;"Thibault VERDON :
Non conforme au prescriptions du CCTP.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/03/2024;;;;10/04/2024;;;;;27/03/2024;;27/03/2024;PI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
