Date dépôt GED;LOT;desc_lot;ZONE;NIVEAU;TYPE DE DOCUMENT;Categ_Docs;INDICE;Libellé du document;Dernier indice;Nombre  d'indice;Durée _versi_type_doc
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL LT 07 - CTA 07 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL LT 06 - CTA 06 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL LT 05 - CTA 05 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL LT 04 - CTA 04 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL LT 02 - CTA 02 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL LT 01 - CTA 01 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PMQ;docs graphiques;A;PLAN LT 18 - CPCU 02 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PMQ;docs graphiques;A;PLAN LT 17 - CPCU 01 - S1.pdf;DI;;
15/01/2024;01A;Gros-œuvre;TZN;SS5;DAF;docs écris;B;Système OSTRAL cuvelage bâche à eau.pdf;DI;;
25/10/2023;01A;Gros-œuvre;TZN;SS5;DAF;docs écris;A;Système OSTRAL cuvelage bâche à eau.pdf;;;
15/01/2024;15;Plomberie;TZN;R+6;PRX;docs graphiques;D;Plan de RÉSEAUX PLB - R6.pdf;DI;;
08/11/2023;15;Plomberie;TZN;R+6;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - R6.pdf;;;
20/10/2023;15;Plomberie;TZN;R+6;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - R6.pdf;;;
05/09/2023;15;Plomberie;TZN;R+6;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R6.pdf;;;
15/01/2024;15;Plomberie;TZN;R+5;PRX;docs graphiques;D;Plan de RÉSEAUX PLB - R5.pdf;DI;;
20/10/2023;15;Plomberie;TZN;R+5;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - R5.pdf;;;
29/09/2023;15;Plomberie;TZN;R+5;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - R5.pdf;;;
05/09/2023;15;Plomberie;TZN;R+5;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R5.pdf;;;
15/01/2024;15;Plomberie;TZN;R+4;PRX;docs graphiques;E;Plan de RÉSEAUX PLB - R4.pdf;DI;;
20/10/2023;15;Plomberie;TZN;R+4;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - R4.pdf;;;
22/09/2023;15;Plomberie;TZN;R+4;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - R4.pdf;;;
04/09/2023;15;Plomberie;TZN;R+4;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R4.pdf;;;
15/01/2024;15;Plomberie;TZN;R+3;PRX;docs graphiques;E;Plan de RÉSEAUX PLB - R3.pdf;DI;;
20/10/2023;15;Plomberie;TZN;R+3;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - R3.pdf;;;
22/09/2023;15;Plomberie;TZN;R+3;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - R3.pdf;;;
04/09/2023;15;Plomberie;TZN;R+3;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R3.pdf;;;
15/01/2024;15;Plomberie;TZN;R+2;PRX;docs graphiques;H;Plan de RÉSEAUX PLB - R2.pdf;DI;;
20/10/2023;15;Plomberie;TZN;R+2;PRX;docs graphiques;G;Plan de RÉSEAUX PLB - R2.pdf;;;
22/09/2023;15;Plomberie;TZN;R+2;PRX;docs graphiques;F;Plan de RÉSEAUX PLB - R2.pdf;;;
25/08/2023;15;Plomberie;TZN;R+2;PRX;docs graphiques;E;Plan de RÉSEAUX PLB - R2.pdf;;;
17/07/2023;15;Plomberie;TZN;R+2;PRX;docs graphiques;D;Plan de RÉSEAUX PLB - R2.pdf;;;
20/04/2023;15;Plomberie;TZN;R+2;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - R2.pdf;;;
23/03/2023;15;Plomberie;TZN;R+2;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R2.pdf;;;
15/01/2024;15;Plomberie;TZN;R+1;PRX;docs graphiques;G;Plan de RÉSEAUX PLB - R1.pdf;DI;;
20/10/2023;15;Plomberie;TZN;R+1;PRX;docs graphiques;F;Plan de RÉSEAUX PLB - R1.pdf;;;
07/09/2023;15;Plomberie;TZN;R+1;PRX;docs graphiques;E;Plan de RÉSEAUX PLB - R1.pdf;;;
11/08/2023;15;Plomberie;TZN;R+1;PRX;docs graphiques;D;Plan de RÉSEAUX PLB - R1.pdf;;;
10/07/2023;15;Plomberie;TZN;R+1;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - R1.pdf;;;
06/06/2023;15;Plomberie;TZN;R+1;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - R1.pdf;;;
25/04/2023;15;Plomberie;TZN;R+1;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - R1.pdf;;;
15/01/2024;15;Plomberie;TZN;SS2;PRX;docs graphiques;H;Plan de RÉSEAUX PLB - SS2.pdf;DI;;
29/06/2023;15;Plomberie;TZN;SS2;PRX;docs graphiques;G;Plan de RÉSEAUX PLB - SS2.pdf;;;
20/05/2023;15;Plomberie;TZN;SS2;PRX;docs graphiques;E;Plan de RÉSEAUX PLB - SS2.pdf;;;
28/04/2023;15;Plomberie;TZN;SS2;PRX;docs graphiques;D;Plan de RÉSEAUX PLB - SS2.pdf;;;
11/04/2023;15;Plomberie;TZN;SS2;PRX;docs graphiques;C;Plan de RÉSEAUX PLB - SS2.pdf;;;
27/03/2023;15;Plomberie;TZN;SS2;PRX;docs graphiques;B;Plan de RÉSEAUX PLB - SS2.pdf;;;
14/03/2023;15;Plomberie;TZN;SS2;PRX;docs graphiques;A;Plan de RÉSEAUX PLB - SS2.pdf;;;
15/01/2024;17;Electricité courants forts;TZN;RDC;SCH;docs graphiques;B;SCHEMA TD-R0-SGX2.pdf;DI;;
20/11/2023;17;Electricité courants forts;TZN;RDC;SCH;docs graphiques;A;SCHEMA TD-R0-SGX2.pdf;;;
12/01/2024;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;B;Carnet de coffrage ascenseur files H1-15.pdf;DI;;
13/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;Carnet de coffrage ascenseur files H1-15.pdf;;;
17/07/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Robinet de puisage.pdf;;;
11/01/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Sonde de température ECS.pdf;DI;;
11/01/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Vanne de réglage ECS.pdf;DI;;
11/01/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Coupe-feu tuyauterie fonte.pdf;DI;;
11/01/2024;01A;Gros-œuvre;C;RDC;PCO;docs graphiques;B;Escalier ES10 -  Coffrage et coupe RDC au R+1.pdf;DI;;
09/08/2023;01A;Gros-œuvre;C;RDC;PCO;docs graphiques;A;Escalier ES10 -  Coffrage et coupe RDC au R+1.pdf;;;
10/01/2024;15;Plomberie;TZN;SS2;PRE;docs graphiques;I;Plan de RÉSERVATIONS PLB - SS2.pdf;DI;;
28/11/2023;15;Plomberie;TZN;SS2;PRE;docs graphiques;H;Plan de RÉSERVATIONS PLB - SS2.pdf;;;
29/06/2023;15;Plomberie;TZN;SS2;PRE;docs graphiques;G;Plan de RÉSERVATIONS PLB - SS2.pdf;;;
20/05/2023;15;Plomberie;TZN;SS2;PRE;docs graphiques;E;Plan de RÉSERVATIONS PLB - SS2.pdf;;;
28/04/2023;15;Plomberie;TZN;SS2;PRE;docs graphiques;D;Plan de RÉSERVATIONS PLB - SS2.pdf;;;
11/04/2023;15;Plomberie;TZN;SS2;PRE;docs graphiques;B;Plan de RÉSERVATIONS PLB - SS2.pdf;;;
27/03/2023;15;Plomberie;TZN;SS2;PRE;docs graphiques;A;Plan de RÉSERVATIONS PLB - SS2.pdf;;;
09/01/2024;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;A;Fiche technique mortier colle PREOCOL.pdf;DI;;
05/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;G;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;DI;;
16/11/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;F;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;;;
23/10/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;E;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;;;
06/10/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;D;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;;;
10/07/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;C;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;;;
23/05/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;B;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;;;
28/04/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PRE;docs graphiques;A;PLAN DE RÉSERVATIONS CVCD - SOUS-SOL 1.pdf;;;
05/01/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Séparateur à graisses.pdf;DI;;
27/12/2023;01A;Gros-œuvre;TZN;TNX;NDC;docs écris;A;Note de calcul  acier de couture du joint sec file 7.pdf;DI;;
26/12/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;A;Joint hydo gonflant.pdf;DI;;
26/12/2023;01A;Gros-œuvre;TZN;TNX;PFE;docs graphiques;C;15.pdf;DI;;
15/12/2023;01A;Gros-œuvre;TZN;TNX;PFE;docs graphiques;B;15.pdf;;;
30/11/2023;01A;Gros-œuvre;TZN;TNX;PFE;docs graphiques;A;15.pdf;;;
22/12/2023;01A;Gros-œuvre;TZN;SS5;PCO;docs graphiques;F;100_SS5.pdf;DI;;
20/11/2023;01A;Gros-œuvre;TZN;SS5;PCO;docs graphiques;E;100_SS5.pdf;;;
28/08/2023;01A;Gros-œuvre;TZN;SS5;PCO;docs graphiques;D;100_SS5.pdf;;;
25/07/2023;01A;Gros-œuvre;TZN;SS5;PCO;docs graphiques;C;100_SS5.pdf;;;
18/07/2023;01A;Gros-œuvre;TZN;SS5;PCO;docs graphiques;B;100_SS5.pdf;;;
18/04/2023;01A;Gros-œuvre;TZN;SS5;PCO;docs graphiques;A;100_SS5.pdf;;;
22/12/2023;01A;Gros-œuvre;TZN;SS4;PCO;docs graphiques;E;100_SS4.pdf;DI;;
28/08/2023;01A;Gros-œuvre;TZN;SS4;PCO;docs graphiques;D;100_SS4.pdf;;;
25/07/2023;01A;Gros-œuvre;TZN;SS4;PCO;docs graphiques;C;100_SS4.pdf;;;
18/07/2023;01A;Gros-œuvre;TZN;SS4;PCO;docs graphiques;B;100_SS4.pdf;;;
11/04/2023;01A;Gros-œuvre;TZN;SS4;PCO;docs graphiques;A;100_SS4.pdf;;;
22/12/2023;01A;Gros-œuvre;TZN;SS3;PCO;docs graphiques;G;100_SS3.pdf;DI;;
28/08/2023;01A;Gros-œuvre;TZN;SS3;PCO;docs graphiques;F;100_SS3.pdf;;;
25/07/2023;01A;Gros-œuvre;TZN;SS3;PCO;docs graphiques;E;100_SS3.pdf;;;
18/07/2023;01A;Gros-œuvre;TZN;SS3;PCO;docs graphiques;D;100_SS3.pdf;;;
17/05/2023;01A;Gros-œuvre;TZN;SS3;PCO;docs graphiques;C;100_SS3.pdf;;;
10/03/2023;01A;Gros-œuvre;TZN;SS3;PCO;docs graphiques;A;100_SS3.pdf;;;
22/12/2023;01A;Gros-œuvre;C;SS5;PCO;docs graphiques;F;50_SS5_ZoneC.pdf;DI;;
20/11/2023;01A;Gros-œuvre;C;SS5;PCO;docs graphiques;E;50_SS5_ZoneC.pdf;;;
25/07/2023;01A;Gros-œuvre;C;SS5;PCO;docs graphiques;C;50_SS5_ZoneC.pdf;;;
18/07/2023;01A;Gros-œuvre;C;SS5;PCO;docs graphiques;B;50_SS5_ZoneC.pdf;;;
18/04/2023;01A;Gros-œuvre;C;SS5;PCO;docs graphiques;A;50_SS5_ZoneC.pdf;;;
22/12/2023;01A;Gros-œuvre;C;SS4;PCO;docs graphiques;E;50_SS4_ZoneC.pdf;DI;;
28/08/2023;01A;Gros-œuvre;C;SS4;PCO;docs graphiques;D;50_SS4_ZoneC.pdf;;;
25/07/2023;01A;Gros-œuvre;C;SS4;PCO;docs graphiques;C;50_SS4_ZoneC.pdf;;;
18/07/2023;01A;Gros-œuvre;C;SS4;PCO;docs graphiques;B;50_SS4_ZoneC.pdf;;;
11/04/2023;01A;Gros-œuvre;C;SS4;PCO;docs graphiques;A;50_SS4_ZoneC.pdf;;;
22/12/2023;01A;Gros-œuvre;C;SS3;PCO;docs graphiques;G;50_SS3_ZoneC.pdf;DI;;
28/08/2023;01A;Gros-œuvre;C;SS3;PCO;docs graphiques;F;50_SS3_ZoneC.pdf;;;
25/07/2023;01A;Gros-œuvre;C;SS3;PCO;docs graphiques;E;50_SS3_ZoneC.pdf;;;
18/07/2023;01A;Gros-œuvre;C;SS3;PCO;docs graphiques;D;50_SS3_ZoneC.pdf;;;
17/05/2023;01A;Gros-œuvre;C;SS3;PCO;docs graphiques;C;50_SS3_ZoneC.pdf;;;
10/03/2023;01A;Gros-œuvre;C;SS3;PCO;docs graphiques;A;50_SS3_ZoneC.pdf;;;
22/12/2023;01A;Gros-œuvre;B;SS5;PCO;docs graphiques;F;50_SS5_ZoneB.pdf;DI;;
20/11/2023;01A;Gros-œuvre;B;SS5;PCO;docs graphiques;E;50_SS5_ZoneB.pdf;;;
28/08/2023;01A;Gros-œuvre;B;SS5;PCO;docs graphiques;D;50_SS5_ZoneB.pdf;;;
25/07/2023;01A;Gros-œuvre;B;SS5;PCO;docs graphiques;C;50_SS5_ZoneB.pdf;;;
18/07/2023;01A;Gros-œuvre;B;SS5;PCO;docs graphiques;B;50_SS5_ZoneB.pdf;;;
22/12/2023;01A;Gros-œuvre;B;SS4;PCO;docs graphiques;E;50_SS4_ZoneB.pdf;DI;;
28/08/2023;01A;Gros-œuvre;B;SS4;PCO;docs graphiques;D;50_SS4_ZoneB.pdf;;;
25/07/2023;01A;Gros-œuvre;B;SS4;PCO;docs graphiques;C;50_SS4_ZoneB.pdf;;;
18/07/2023;01A;Gros-œuvre;B;SS4;PCO;docs graphiques;B;50_SS4_ZoneB.pdf;;;
11/04/2023;01A;Gros-œuvre;B;SS4;PCO;docs graphiques;A;50_SS4_ZoneB.pdf;;;
22/12/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;G;50_SS3_ZoneB.pdf;DI;;
28/08/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;F;50_SS3_ZoneB.pdf;;;
25/07/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;E;50_SS3_ZoneB.pdf;;;
18/07/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;D;50_SS3_ZoneB.pdf;;;
17/05/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;C;50_SS3_ZoneB.pdf;;;
17/05/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;B;50_SS3_ZoneB.pdf;;;
10/03/2023;01A;Gros-œuvre;B;SS3;PCO;docs graphiques;A;50_SS3_ZoneB.pdf;;;
22/12/2023;01A;Gros-œuvre;A;SS5;PCO;docs graphiques;F;50_SS5_ZoneA.pdf;DI;;
20/11/2023;01A;Gros-œuvre;A;SS5;PCO;docs graphiques;E;50_SS5_ZoneA.pdf;;;
28/08/2023;01A;Gros-œuvre;A;SS5;PCO;docs graphiques;D;50_SS5_ZoneA.pdf;;;
25/07/2023;01A;Gros-œuvre;A;SS5;PCO;docs graphiques;C;50_SS5_ZoneA.pdf;;;
18/07/2023;01A;Gros-œuvre;A;SS5;PCO;docs graphiques;B;50_SS5_ZoneA.pdf;;;
18/04/2023;01A;Gros-œuvre;A;SS5;PCO;docs graphiques;A;50_SS5_ZoneA.pdf;;;
22/12/2023;01A;Gros-œuvre;A;SS4;PCO;docs graphiques;E;50_SS4_ZoneA.pdf;DI;;
28/08/2023;01A;Gros-œuvre;A;SS4;PCO;docs graphiques;D;50_SS4_ZoneA.pdf;;;
25/07/2023;01A;Gros-œuvre;A;SS4;PCO;docs graphiques;C;50_SS4_ZoneA.pdf;;;
18/07/2023;01A;Gros-œuvre;A;SS4;PCO;docs graphiques;B;50_SS4_ZoneA.pdf;;;
11/04/2023;01A;Gros-œuvre;A;SS4;PCO;docs graphiques;A;50_SS4_ZoneA.pdf;;;
22/12/2023;01A;Gros-œuvre;A;SS3;PCO;docs graphiques;G;50_SS3_ZoneA.pdf;DI;;
28/08/2023;01A;Gros-œuvre;A;SS3;PCO;docs graphiques;F;50_SS3_ZoneA.pdf;;;
25/07/2023;01A;Gros-œuvre;A;SS3;PCO;docs graphiques;E;50_SS3_ZoneA.pdf;;;
18/07/2023;01A;Gros-œuvre;A;SS3;PCO;docs graphiques;D;50_SS3_ZoneA.pdf;;;
17/05/2023;01A;Gros-œuvre;A;SS3;PCO;docs graphiques;C;50_SS3_ZoneA.pdf;;;
10/03/2023;01A;Gros-œuvre;A;SS3;PCO;docs graphiques;A;50_SS3_ZoneA.pdf;;;
15/12/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;BP-EI30-SA-2VTX-42dB-METAL-INFRA.pdf;;;
15/12/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;BP-EI30-SA-2VTX-40dB-METAL-INFRA.pdf;;;
15/12/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;BP-EI30-SA-SA-1VTL-35dB-METAL-INFRA.pdf;;;
11/12/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;BP-EI30-SA-2VTX-35dB-METAL-INFRA.pdf;;;
15/12/2023;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;BP-EI60-SA-2VTX METAL-INFRA.pdf;;;
22/12/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;A;Carnet de ferraillage des linteaux  ES3.pdf;DI;;
22/12/2023;7;Serrurerie - Métallerie;TZN;TNX;PLN;docs graphiques;B;2.9.16  RATELIERS DES LOCAUX « VELOS ».pdf;DI;;
22/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;C;7,1.pdf;DI;;
21/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;B;7,1.pdf;;;
08/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;7,1.pdf;;;
21/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PMQ;docs graphiques;A;17 - S1.pdf;DI;;
21/12/2023;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique EF EST - SS1.pdf;DI;;
21/12/2023;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique EF OUEST - SS1.pdf;DI;;
21/12/2023;17;Electricité courants forts;TZN;TNX;SYN;docs graphiques;A;Synoptique réseau de terre.pdf;DI;;
21/12/2023;17;Electricité courants forts;TZN;R+7;PRX;docs graphiques;D;PLAN DE CHEMINS DE CÂBLES CFO & CFA_R7.pdf;DI;;
05/12/2023;17;Electricité courants forts;TZN;R+7;PRX;docs graphiques;C;PLAN DE CHEMINS DE CÂBLES CFO & CFA_R7.pdf;;;
17/11/2023;17;Electricité courants forts;TZN;R+7;PRX;docs graphiques;B;PLAN DE CHEMINS DE CÂBLES CFO & CFA_R7.pdf;;;
17/10/2023;17;Electricité courants forts;TZN;R+7;PRX;docs graphiques;A;PLAN DE CHEMINS DE CÂBLES CFO & CFA_R7.pdf;;;
21/12/2023;15;Plomberie;TZN;TNX;SCH;docs graphiques;B;Schéma de principe Branchements EF.pdf;DI;;
17/07/2023;15;Plomberie;TZN;TNX;SCH;docs graphiques;A;Schéma de principe Branchements EF.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+8;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+8.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+7;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+7.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+6;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+6.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+5;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+5.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+4;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+4.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+3;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+3.pdf;;;
18/09/2023;5;Cloisons - Doublages;TZN;R+2;PLN;docs graphiques;B;PLAN DE REPERAGE CLOISON R+2.pdf;;;
06/09/2023;5;Cloisons - Doublages;TZN;R+1;PLN;docs graphiques;A;PLAN DE REPERAGE CLOISON R+1.pdf;;;
21/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;Plans de coffrage ascenseur Asc 1-2.pdf;DI;;
20/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS2;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL - PARKING S2.pdf;DI;;
20/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS3;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL - PARKING S3.pdf;DI;;
20/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS4;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL - PARKING S4.pdf;DI;;
20/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS5;DET;docs graphiques;A;PLAN DE GÉNIE CIVIL - PARKING S5.pdf;DI;;
20/12/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;C;FTP PEINTURE INTUMESCENTE.pdf;DI;;
03/10/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;B;FTP PEINTURE INTUMESCENTE.pdf;;;
31/07/2023;01A;Gros-œuvre;TZN;TNX;DAF;docs écris;A;FTP PEINTURE INTUMESCENTE.pdf;;;
18/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;VENTILATEURS DE DESENFUMAGE.pdf;DI;;
18/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;D;Carnet de coffrage zone local vélo.pdf;DI;;
22/09/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;C;Carnet de coffrage zone local vélo.pdf;;;
09/08/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;B;Carnet de coffrage zone local vélo.pdf;;;
03/07/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;Carnet de coffrage zone local vélo.pdf;;;
18/12/2023;01A;Gros-œuvre;B;TNX;PLN;docs graphiques;C;Plan Charpente métallique zone 5.pdf;DI;;
30/11/2023;01A;Gros-œuvre;B;TNX;PLN;docs graphiques;B;Plan Charpente métallique zone 5.pdf;;;
06/10/2023;01A;Gros-œuvre;B;TNX;PLN;docs graphiques;A;Plan Charpente métallique zone 5.pdf;;;
18/12/2023;01A;Gros-œuvre;A;TNX;PLN;docs graphiques;E;Plan Charpente métallique zone 6.pdf;DI;;
23/11/2023;01A;Gros-œuvre;A;TNX;PLN;docs graphiques;D;Plan Charpente métallique zone 6.pdf;;;
27/09/2023;01A;Gros-œuvre;A;TNX;PLN;docs graphiques;C;Plan Charpente métallique zone 6.pdf;;;
20/09/2023;01A;Gros-œuvre;A;TNX;PLN;docs graphiques;B;Plan Charpente métallique zone 6.pdf;;;
07/09/2023;01A;Gros-œuvre;A;TNX;PLN;docs graphiques;A;Plan Charpente métallique zone 6.pdf;;;
17/07/2023;15;Plomberie;TZN;TNX;DAF;docs écris;A;Ballon ECS sanitaires et vestiaires.pdf;;;
18/12/2023;01A;Gros-œuvre;C;TNX;PCO;docs graphiques;B;Plans de coffrage ascenseur Asc 5 - 6 -7  Triplex.pdf;DI;;
27/11/2023;01A;Gros-œuvre;C;TNX;PCO;docs graphiques;A;Plans de coffrage ascenseur Asc 5 - 6 -7  Triplex.pdf;;;
18/12/2023;01A;Gros-œuvre;TZN;TNX;NTE;docs écris;D;REPERAGE DES  ISOLANTS VERTICAUX.pdf;DI;;
18/12/2023;01A;Gros-œuvre;TZN;TNX;NTE;docs écris;C;REPERAGE DES  ISOLANTS VERTICAUX.pdf;;;
18/12/2023;01A;Gros-œuvre;TZN;TNX;NTE;docs écris;B;REPERAGE DES  ISOLANTS VERTICAUX.pdf;;;
12/12/2023;01A;Gros-œuvre;TZN;TNX;NTE;docs écris;A;REPERAGE DES  ISOLANTS VERTICAUX.pdf;;;
18/12/2023;01A;Gros-œuvre;TZN;TNX;NTE;docs écris;A;GLF-EXE-DUM-01A-TNX-TZN-NTE-0009-A - FLOCAGE - AVIS CHANTIER.pdf;DI;;
15/12/2023;6;Cloisons - Doublages;C;R+3;PAQ;docs écris;A;Autocontrôles renforts vasque sanitaire R3C2 hommes.pdf;DI;;
15/12/2023;6;Cloisons - Doublages;C;R+2;PAQ;docs écris;A;Autocontrôles renforts vasque sanitaire R2C2 hommes.pdf;DI;;
15/12/2023;6;Cloisons - Doublages;C;R+3;PAQ;docs écris;A;Autocontrôles renforts vasque sanitaire R3C2 femmes.pdf;DI;;
15/12/2023;6;Cloisons - Doublages;C;R+2;PAQ;docs écris;A;Autocontrôles renforts vasque sanitaire R2C2 femmes.pdf;DI;;
18/09/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;C;PLANCHER TECHNIQUE 600*600 AVEC REVETEMENT STRATIFIE INTEGRE 30 MM.pdf;;;
05/09/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;B;PLANCHER TECHNIQUE 600*600 AVEC REVETEMENT STRATIFIE INTEGRE 30 MM.pdf;;;
11/04/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;A;PLANCHER TECHNIQUE 600*600 AVEC REVETEMENT STRATIFIE INTEGRE 30 MM.pdf;;;
15/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;POMPES.pdf;DI;;
15/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;B;Plan et coupe uvrages ES3.pdf;DI;;
26/09/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;Plan et coupe uvrages ES3.pdf;;;
15/12/2023;01A;Gros-œuvre;TZN;TNX;NDC;docs écris;E;Descente des charges du projet.pdf;DI;;
30/06/2023;01A;Gros-œuvre;TZN;TNX;NDC;docs écris;D;Descente des charges du projet.pdf;;;
