PROJET;PHASE;EMET;LOT;ZONE;NIVEAU;TYPE DE DOCUMENT;3 caractère compris entre 0 & 9;Titre du document;INDICE;Libellé du document;Dernier indice;Date dépôt GED;Date de réception papier;Ajouté par;Chemin vers le fichier;Commentaire libre;Réponse commentaire libre;Date demande visaARC - DTACC;Retard visaARC - DTACC;Date visaARC - DTACC;VisaARC - DTACC;Visa prévuARC - DTACC;Numéro chrono visaARC - DTACC;Numéro interne visaARC - DTACC;Commentaire visaARC - DTACC;Réponse commentaire visaARC - DTACC;Date demande visaBET STR - SCYNA 4;Retard visaBET STR - SCYNA 4;Date visaBET STR - SCYNA 4;VisaBET STR - SCYNA 4;Visa prévuBET STR - SCYNA 4;Numéro chrono visaBET STR - SCYNA 4;Numéro interne visaBET STR - SCYNA 4;Commentaire visaBET STR - SCYNA 4;Réponse commentaire visaBET STR - SCYNA 4;Date demande visaBET Fluide - ATEC;Retard visaBET Fluide - ATEC;Date visaBET Fluide - ATEC;VisaBET Fluide - ATEC;Visa prévuBET Fluide - ATEC;Numéro chrono visaBET Fluide - ATEC;Numéro interne visaBET Fluide - ATEC;Commentaire visaBET Fluide - ATEC;Réponse commentaire visaBET Fluide - ATEC;Date demande visaCoordinateur SSI - EURO COORD;Retard visaCoordinateur SSI - EURO COORD;Date visaCoordinateur SSI - EURO COORD;VisaCoordinateur SSI - EURO COORD;Visa prévuCoordinateur SSI - EURO COORD;Numéro chrono visaCoordinateur SSI - EURO COORD;Numéro interne visaCoordinateur SSI - EURO COORD;Commentaire visaCoordinateur SSI - EURO COORD;Réponse commentaire visaCoordinateur SSI - EURO COORD;Date demande visaACOUSTIQUE - CAP HORN;Retard visaACOUSTIQUE - CAP HORN;Date visaACOUSTIQUE - CAP HORN;VisaACOUSTIQUE - CAP HORN;Visa prévuACOUSTIQUE - CAP HORN;Numéro chrono visaACOUSTIQUE - CAP HORN;Numéro interne visaACOUSTIQUE - CAP HORN;Commentaire visaACOUSTIQUE - CAP HORN;Réponse commentaire visaACOUSTIQUE - CAP HORN;Date demande visaBDC - BTP CONSULTANTS;Retard visaBDC - BTP CONSULTANTS;Date visaBDC - BTP CONSULTANTS;VisaBDC - BTP CONSULTANTS;Visa prévuBDC - BTP CONSULTANTS;Numéro chrono visaBDC - BTP CONSULTANTS;Numéro interne visaBDC - BTP CONSULTANTS;Commentaire visaBDC - BTP CONSULTANTS;Réponse commentaire visaBDC - BTP CONSULTANTS;Date demande visaBET Façade - ROUX INGENIERIE;Retard visaBET Façade - ROUX INGENIERIE;Date visaBET Façade - ROUX INGENIERIE;VisaBET Façade - ROUX INGENIERIE;Visa prévuBET Façade - ROUX INGENIERIE;Numéro chrono visaBET Façade - ROUX INGENIERIE;Numéro interne visaBET Façade - ROUX INGENIERIE;Commentaire visaBET Façade - ROUX INGENIERIE;Réponse commentaire visaBET Façade - ROUX INGENIERIE;Column82;Column83
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;1;Plan de DES R+1;C;EXE-CLIM-CVC-C11-R+1-PL-11-Plan de DES R+1-ind 2.pdf;;23/11/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;23/11/2023;;07/12/2023;VOB;;200;;;;;;;;;;;;;23/11/2023;;27/11/2023;VOB;;64;;"Brice SIRJEAN :
cf PJ";"Julien MATHIEU :
Les 6000m3/h sont respecté, le plan a justement était repris en ce sens. Je ne comprend pas l'observation.";;;;;;;;;;;;;;;;;;;23/11/2023;;23/11/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;1;Plan de DES R+1;B;EXE-CLIM-CVC-C11-R+1-PL-11-Plan de DES R+1-ind 2.pdf;;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;23/10/2023;-1;07/11/2023;VAO;;178;;;;;;;;;;;;;23/10/2023;;30/10/2023;VOB;;30;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;1;Plan de DES R+1;A;EXE-CLIM-CVC-C11-R+1-PL-11-Plan de DES R+1-ind 2.pdf;;29/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;29/09/2023;;;;14/10/2023;;;;;;;;;;;;;;29/09/2023;;04/10/2023;REF;;11;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;29/09/2023;;;;14/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;0;PLAN CVC R+1;D;CVC-Plan R+1.pdf;DI;22/01/2024;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;"#1 François VAZQUEZ :
Voir Avis sur documents N°1 Euro Coord";Aucune réponse au commentaire #1;22/01/2024;;01/02/2024;VOB;;236;;;;;;;;;;;;;22/01/2024;;01/02/2024;VAO;;84;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;22/01/2024;;;-80;06/02/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;0;PLAN CVC R+1;C;CVC-Plan R+1.pdf;;23/11/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;23/11/2023;;07/12/2023;VOB;;199;;;;;;;;;;;;;23/11/2023;;27/11/2023;VAO;;66;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/11/2023;;23/11/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;0;PLAN CVC R+1;B;CVC-Plan R+1.pdf;;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;23/10/2023;;03/11/2023;VAO;;174;;;;;;;;;;;;;23/10/2023;;30/10/2023;VAO;;32;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;0;PLAN CVC R+1;A;CVC-Plan R+1.pdf;;29/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;29/09/2023;;;;14/10/2023;;;;;;;;;;;;;;29/09/2023;;04/10/2023;REF;;13;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;29/09/2023;;;;14/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;PLN;0;PLAN CVC R+1;0;CVC-Plan R+1.dwg;;18/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;;;18/09/2023;;;;03/10/2023;;;;;;;;;;;;;;18/09/2023;;26/09/2023;REF;;10;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;18/09/2023;;;;03/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;PINT;TZ;R+1;FTP;4;Primaire d'accroche;0;Primaire d'accroche.pdf;DI;17/01/2024;;Quentin AUBERT-TRUCHEFAUD;/01 - DOC EXE/Lot 17 - Peinture/Fiche Technique Produit;;;17/01/2024;;29/01/2024;VSO;;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/01/2024;-4;05/02/2024;F;;179;;;;;;;;;;;;;;
PECM;EXE;DPR;PINT;TZ;R+1;FTP;3;Peinture velours;0;Peinture velours.pdf;DI;17/01/2024;;Quentin AUBERT-TRUCHEFAUD;/01 - DOC EXE/Lot 17 - Peinture/Fiche Technique Produit;;;17/01/2024;;29/01/2024;VSO;;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/01/2024;-4;05/02/2024;F;;180;;;;;;;;;;;;;;
PECM;EXE;DPR;PINT;TZ;R+1;FTP;2;Enduit rebouchage;0;Enduit rebouchage PRESTONETT.pdf;DI;17/01/2024;;Quentin AUBERT-TRUCHEFAUD;/01 - DOC EXE/Lot 17 - Peinture/Fiche Technique Produit;;;17/01/2024;;29/01/2024;VSO;;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/01/2024;-4;05/02/2024;F;;181;;;;;;;;;;;;;;
PECM;EXE;DPR;PINT;TZ;R+1;FTP;1;Enduit lissage;0;Enduit lissage PRESTONETT.pdf;DI;17/01/2024;;Quentin AUBERT-TRUCHEFAUD;/01 - DOC EXE/Lot 17 - Peinture/Fiche Technique Produit;;;17/01/2024;;26/01/2024;VSO;;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/01/2024;-4;05/02/2024;F;;182;;;;;;;;;;;;;;
PECM;EXE;DPR;SP;TZ;R+1;FTP;0;QUADRO MONTANA;0;Quadro Montana FT 0117A.pdf;DI;16/01/2024;;Quentin AUBERT-TRUCHEFAUD;/01 - DOC EXE/Lot 15 - Sols souples/Fiche Technique Produit;;;16/01/2024;;26/01/2024;REF;;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/01/2024;-5;05/02/2024;F;;183;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;SAN;R+1;FTP;2;ARKOSLIGHT;0;Type L02 sanitaires - ARKOS A2121212W65 - variante.pdf;DI;16/01/2024;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Fiche Technique Produit;;;16/01/2024;;26/01/2024;REF;;231;;;;;;;;;;;;;16/01/2024;;26/01/2024;REF;;83;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;16/01/2024;;;-86;31/01/2024;;;;;;;;;;;;;;;
PECM;EXE;DPR;MEXT;TZ;R+1;PLN;9;MEXT BOIS;A;EXE-VANTEC-ARC-5-R+1-PL-009-0-CHASSIS BOIS.pdf;DI;16/01/2024;;Romario BANDULA;/01 - DOC EXE/Lot 05 - MEXT/Pièces graphiques;;;16/01/2024;;26/01/2024;VOB;;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/01/2024;;;-87;31/01/2024;;;;;16/01/2024;;24/01/2024;VAO;;26;36;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MEXT;TZ;R+1;PLN;9;MEXT BOIS;0;EXE-VANTEC-ARC-5-R+1-PL-009-0-CHASSIS BOIS.pdf;;11/12/2023;;Romario BANDULA;/01 - DOC EXE/Lot 05 - MEXT/Pièces graphiques;;;11/12/2023;;22/12/2023;VOB;;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/12/2023;;;;26/12/2023;;;;;11/12/2023;;21/12/2023;REF;;24;34;"Vincent Pottier :
voir PJ";;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;5;FT FACADE MENUISEE SANITAIRES;A;VANTEC MARENGO - FT FACADE SANITAIRE.pdf;DI;10/01/2024;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;10/01/2024;;22/01/2024;VAO;;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/01/2024;-12;05/02/2024;H;;178;;;;;;;;;;;;;;
PECM;EXE;DPR;MINT;SAN;R+1;FTP;5;FT FACADE MENUISEE SANITAIRES;0;VANTEC MARENGO - FT FACADE SANITAIRE.pdf;;04/12/2023;;Romario BANDULA;/01 - DOC EXE/Lot 09 - MINT/Fiche Technique Produit;;;04/12/2023;;07/12/2023;VOB;;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/12/2023;;;;19/12/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;BUR;R+1;PLN;1;Implantation Détection incendie;0;EXE-22002-PL-R+1-C12-SSI-01.pdf;DI;18/12/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 13 - SSI/Pièces graphiques;;;18/12/2023;-10;11/01/2024;VAO;;226;;;;;;;;;;;;;18/12/2023;;18/12/2023;PI;;;;;;18/12/2023;-36;06/02/2024;VAO;;4;;"François VAZQUEZ :
Voir Avis sur documents N° 4 Euro Coord";;;;;;;;;;;18/12/2023;;18/12/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CFA;BUR;R+1;PLN;0;Implantation asservissements incendie;0;EXE-22002-PL-R+1-C12-SSI-02.pdf;DI;18/12/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 13 - SSI/Pièces graphiques;;;18/12/2023;-10;11/01/2024;VAO;;225;;;;;;;;;;;;;18/12/2023;;18/12/2023;PI;;;;;;18/12/2023;-36;06/02/2024;VAO;;3;;"François VAZQUEZ :
Voir Avis sur documents N° 4 Euro Coord";;;;;;;;;;;18/12/2023;;18/12/2023;PI;;;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;TZ;R+1;CPE;3;CARNET DE COUPES FAUX PLAFOND;A;CARNET DE COUPES - FAUX PLAFOND IND 0.pdf;DI;15/12/2023;;Romario BANDULA;/01 - DOC EXE/Lot 14 - Plafonds Suspendus/Pièces graphiques;;;15/12/2023;-6;04/01/2024;VAO;;222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/12/2023;-10;09/01/2024;F;;157;;;;;;;;;;;;;;
PECM;EXE;DPR;FP;TZ;R+1;CPE;3;CARNET DE COUPES FAUX PLAFOND;0;CARNET DE COUPES - FAUX PLAFOND IND 0.pdf;;31/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 14 - Plafonds Suspendus/Pièces graphiques;;;31/10/2023;-2;16/11/2023;VAO;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/10/2023;;;;15/11/2023;;;;;31/10/2023;;;;15/11/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;3;BATTISCOPA;A;Battiscopa 40 EN.pdf;DI;04/12/2023;;Romario BANDULA;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;04/12/2023;-3;22/12/2023;REF;;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/12/2023;-21;09/01/2024;F;;156;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;0;BATTISCOPA;0;Battiscopa 40 EN.pdf;;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;VOB;;98;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;-27;27/10/2023;F;;8;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;1;CARRELAGE;B;produit-3912399-sans-prix.pdf;DI;04/12/2023;;Romario BANDULA;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;04/12/2023;-3;22/12/2023;VSO;;211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/12/2023;-21;09/01/2024;F;;155;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;0;CARRELAGE;A;produit-3912399-sans-prix.pdf;;02/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;02/11/2023;;07/11/2023;REF;;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;CAR;SAN;R+1;FTP;0;CARRELAGE;0;produit-3912399-sans-prix.pdf;;15/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 16 - Carrelage Faïence/Fiche Technique Produit;;;15/09/2023;-24;23/10/2023;REF;;97;;"Roberto SABELLA :
-	Ajouter une page de garde, avec les informations sur :
Libelle 
Description du produit
Dénomination
Destination / Localisation
Fournisseur
Type et référence / coloris
Caractéristique technique
Référence article CCTP / Plan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/09/2023;-27;27/10/2023;F;;9;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;SAN;R+1;FTP;24;GEOSTAFF;0;Geostaff_fiche_technique_2023_P_GEOFLAMF-LIGHT-01.09.2023-FR.pdf;DI;28/11/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;28/11/2023;;07/12/2023;NC;;203;;;;;;;;;;;;;28/11/2023;;28/11/2023;PI;;;;;;28/11/2023;-7;20/12/2023;NC;;1;;;;;;;;;;;;;28/11/2023;-27;09/01/2024;F;;101;;"Meriem ABDELLAOUI :
Les dispositions de mise en œuvre indiquées par le PV doivent être strictement respectées.
Les autocontrôles associés doivent nous être transmis.";;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;23;Volet de désenfumage;0;Aldes-OPTONE-Grille-1.pdf;DI;28/11/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;28/11/2023;;07/12/2023;NC;;202;;;;;;;;;;;;;28/11/2023;;06/12/2023;VOB;;81;;"Brice SIRJEAN :
cf PJ";;28/11/2023;-78;29/02/2024;VAO;;6;;"François VAZQUEZ :
Voir Avis Euro Coord n°3";;;;;;;;;;;28/11/2023;-27;09/01/2024;S;;124;;"Meriem ABDELLAOUI :
Il conviendra de nous communiquer le PV associé.";"Julien MATHIEU :
Bonjour, 

Ci-joint le PV
 fr :  
optone-grille-certificat-de-constance-de-performance-ce-cpr-pv-feu.pdf";;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;3;désenfumage;C;EXE-CLIM-CVC-C11-TN-NDC-03-0-NdC désenfumage-ind 1.pdf;DI;23/11/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;"#1 François VAZQUEZ :
Vois Avis sur documents N°1 Euro Coord";Aucune réponse au commentaire #1;23/11/2023;;07/12/2023;NC;;201;;;;;;;;;;;;;23/11/2023;;27/11/2023;VSO;;65;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/11/2023;-32;09/01/2024;S;;98;;"Meriem ABDELLAOUI :
Voir FED-5 du 12.12.2023.

Les amenées d'air mécaniques doivent avoir un débit de l'ordre de 0,6 fois le débit extrait. Disposition non respectée pour ""CIRCULATION ENCLOISONNEE 2UP - CANTON 2"". 
La vitesse de passage de l'air aux amenées d'air doit toujours être inférieure à 5 m/s. Disposition non respectée pour ""CIRCULATION ENCLOISONNEE 2UP - CANTON 2"". 
Les ventilateurs de soufflage et d'extraction doivent être dimensionnés pour un débit égal au débit nominal augmenté du débit de fuite tolérable (de l'ordre de 20 %). A confirmer. 
Les sections des conduits doivent être confirmées. La réduction de la section induite par le passage du profilé métallique au droit de la gaine S 2-3 ne semble pas être prise en compte. Il conviendra de nous transmettre un détail d'exécution au niveau de cette gaine.";;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;3;désenfumage;B;EXE-CLIM-CVC-C11-TN-NDC-03-0-NdC désenfumage-ind 1.pdf;;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;23/10/2023;;29/10/2023;NC;;147;;;;;;;;;;;;;23/10/2023;;30/10/2023;VOB;;31;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;23/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;TZ;R+1;NDC;3;désenfumage;A;EXE-CLIM-CVC-C11-TN-NDC-03-0-NdC désenfumage-ind 1.pdf;;29/09/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces écrites;;;29/09/2023;;;;14/10/2023;;;;;;;;;;;;;;29/09/2023;;04/10/2023;REF;;12;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;29/09/2023;;;;14/10/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;RDC;PLN;4;Plan de CVC RDC;0;EXE-CLIM-CVC-C01-R+1-PL-01-Plan de CVC RDC-ind 0.pdf;DI;23/11/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Pièces graphiques;"#1 François VAZQUEZ :
Vois Avis sur documents N°1 Euro Coord";Aucune réponse au commentaire #1;23/11/2023;;07/12/2023;VOB;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/11/2023;-32;09/01/2024;F;;100;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;22;CARRIER 42GW309D;A;CARRIER 42GW309D.pdf;DI;17/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;17/11/2023;;27/11/2023;VAO;;195;;;;;;;;;;;;;17/11/2023;;27/11/2023;VSO;;72;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;17/11/2023;-38;09/01/2024;F;;123;;;;;;;;;;;;;;
PECM;EXE;DPR;CVCD;BUR;R+1;FTP;22;CARRIER 42GW309D;0;CARRIER 42GW309D.pdf;;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/Lot 11 - CVCD/Fiche Technique Produit;;;23/10/2023;;29/10/2023;VAO;;130;;;;;;;;;;;;;23/10/2023;-7;13/11/2023;REF;;52;;"Brice SIRJEAN :
cf PJ";"Kevin GUENOT :
Bonjour, 

Apres vérification ce jour, dans le CCTP aucune référence n'est préconisé pour le traitement de la zone cercueil, au vue des plan marché nous avons déterminé qu'il s'agit de cassette 600x600. Nous avons proposé la référence Carrier 42GW309c qui fait parti de la gamme hydrofan.";;;;;;;;;;;;;;;;;;;23/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;19;GROHE MITIGEUR INFRA 36376000;0;GROHE MITIGEUR INFRA 36376000.pdf;DI;15/11/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;15/11/2023;;28/11/2023;VAO;;197;;;;;;;;;;;;;15/11/2023;;21/11/2023;VSO;;63;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;18;DURAVIT LAVE MAIN 0703500000;0;DURAVIT LAVE MAIN 0703500000.pdf;DI;15/11/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;15/11/2023;;28/11/2023;VSO;;196;;;;;;;;;;;;;15/11/2023;;21/11/2023;VSO;;62;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;17;DURAVIT CUVETTE SUSPENDU 62;0;DURAVIT Cuvette suspendu 62cm.pdf;DI;15/11/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;15/11/2023;;15/11/2023;VSO;;187;;;;;;;;;;;;;15/11/2023;;21/11/2023;VSO;;61;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;16;DURAVIT CUVETTE SUSPENDU 54;0;DURAVIT Cuvette suspendu 54cm.pdf;DI;15/11/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;15/11/2023;;15/11/2023;VSO;;188;;;;;;;;;;;;;15/11/2023;;21/11/2023;VSO;;60;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;15;DURAVIT ABATTANT AMORTISSEUR;0;DURAVIT ABATTANT amortiseur.pdf;DI;15/11/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;15/11/2023;;15/11/2023;VSO;;189;;;;;;;;;;;;;15/11/2023;;21/11/2023;VSO;;59;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;14;AUBADE BÂTI SUPPORT CONEL 2;A;AUBADE BÂTI-SUPPORT CONEL 2.pdf;DI;08/11/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;08/11/2023;;15/11/2023;VSO;;186;;;;;;;;;;;;;08/11/2023;-5;27/11/2023;REF;;78;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;08/11/2023;-47;09/01/2024;F;;158;;;;;;;;;;;;;;
PECM;EXE;DPR;PB;SAN;R+1;FTP;14;AUBADE BÂTI SUPPORT CONEL 2;0;AUBADE BÂTI-SUPPORT CONEL 2.pdf;;23/10/2023;;Julien MATHIEU;/01 - DOC EXE/LOT 10 - Plomberie Sanitaire/Fiche Technique Produit;;;23/10/2023;;31/10/2023;REF;;160;;;;;;;;;;;;;23/10/2023;;;;07/11/2023;;;;;;;;;;;;;;;;;;;;;;;23/10/2023;;27/10/2023;H;;27;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;TZ;R+1;PLN;2;PLAN EQUIPEMENTS CFO PH R+1;A;PLAN EQUIPEMENTS CFO PH R+1 MARENGO-A.pdf;DI;08/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces graphiques;;;08/11/2023;;20/11/2023;VAO;;191;;;;;;;;;;;;;08/11/2023;;17/11/2023;VAO;;58;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;08/11/2023;-75;05/02/2024;F;;171;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;TZ;R+1;PLN;1;PLAN EQUIPEMENTS CFO PB R+1;A;PLAN EQUIPEMENTS CFO PB R+1 MARENGO-A.pdf;DI;08/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces graphiques;;;08/11/2023;;20/11/2023;VAO;;192;;;;;;;;;;;;;08/11/2023;;17/11/2023;VAO;;57;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;08/11/2023;-75;05/02/2024;F;;172;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;TZ;R+1;SCH;20;TD1;A;TD1.1.pdf;DI;08/11/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces graphiques;;;08/11/2023;;08/11/2023;PI;;;;;;;;;;;;;;;08/11/2023;;17/11/2023;VAO;;55;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;08/11/2023;-75;05/02/2024;F;;173;;;;;;;;;;;;;;
PECM;EXE;DPR;CFO;TZ;R+1;SCH;20;TD1;0;TD1.1.pdf;;05/10/2023;;Romario BANDULA;/01 - DOC EXE/Lot 12 - CFO CFA/Pièces graphiques;;;05/10/2023;-3;23/10/2023;NC;;25;;;;;;;;;;;;;05/10/2023;;12/10/2023;VOB;;24;;"Brice SIRJEAN :
cf PJ";;;;;;;;;;;;;;;;;;;;05/10/2023;-10;29/10/2023;F;;64;;;;;;;;;;;;;;
